Event	Gene	Sig. RBPs	Sig. Gene Expression	Sig. Sex	Tissue	Dimorphic
20519	MTA3	A1CF(0.06),ANKHD1(0.61),ESRP2(-0.07),FMR1(0.24),FUS(-0.25),FXR1(0.3),FXR2(-0.23),G3BP2(0.35),HNRNPA1(0.23),HNRNPA1L2(0.26),HNRNPA2B1(-0.4),HNRNPC(-0.18),HNRNPH1(-0.24),HNRNPK(0.6),IGF2BP2(0.08),IGF2BP3(0.07),MATR3(-0.41),PABPC1(-0.36),PABPC5(0.1),PCBP1(0.34),PCBP2(0.54),PCBP3(-0.15),QKI(-0.16),RALY(-0.21),RBFOX1(-0.33),RBM38(-0.18),RBM45(-0.1),RBM46(-0.24),RBM6(-0.16),RBM8A(0.17),RBMS1(0.18),RBMS3(-0.15),RBP1(0.16),SFPQ(-0.21),SRP54(-0.43),SRSF10(-0.31),SRSF9(-0.22),TARDBP(0.34),TIA1(-0.42),TUT1(0.17),U2AF2(0.45),YBX2(-0.14),ZC3H10(0.15),ZC3H14(-0.25)	0.5	0.13	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
25153	ADD2	CNOT4(0.42),ENOX1(0.46),ESRP2(-0.14),HNRNPA1(0.19),HNRNPA1L2(0.57),HNRNPC(-0.14),HNRNPH2(0.62),HNRNPK(-0.86),HNRNPL(-0.4),KHDRBS1(-0.41),KHDRBS2(0.23),KHDRBS3(-0.38),MSI1(-0.27),PABPC5(0.11),PABPN1(-0.34),PCBP2(0.58),PCBP3(-0.12),PTBP1(0.32),QKI(-0.16),RALY(-0.38),RBM28(-0.23),RBM3(0.15),RBM42(-0.44),RBM46(0.42),RBM5(0.74),RBM6(-0.32),RBM8A(0.22),RSF1(0.24),SAMD4A(-0.16),SART3(0.58),SF1(-0.39),SFPQ(0.29),SNRPA(-0.3),SRSF2(0.41),TIA1(-0.3),U2AF2(0.48),YBX1(-0.31),YBX2(0.12),ZC3H14(-0.35),ZCRB1(0.14),ZNF638(-0.52)	0	0.3	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
26509	SOCS7	ESRP2(-0.12),FMR1(-0.25),FXR2(-0.5),G3BP2(0.54),HNRNPA1(0.16),HNRNPC(-0.08),HNRNPCL1(-0.43),HNRNPU(0.39),IGF2BP3(0.07),PABPC3(-0.09),PABPC4(0.36),RBM4(-0.23),RBM45(-0.14),RBM46(0.37),RBM6(-0.23),RBM8A(0.28),RBMS3(0.12),RBP1(0.11),TARDBP(-0.43)	0.57	0.25	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
31158	DHRS1	ANKHD1(0.74),CNOT4(0.65),CPEB2(0.66),ESRP2(0.15),FUS(-0.92),G3BP2(-1.37),HNRNPA1(-0.48),HNRNPC(-0.23),HNRNPH1(0.59),HNRNPL(-0.79),LIN28A(0.23),MBNL1(0.56),MSI1(0.42),PCBP2(0.86),PPRC1(1.15),PTBP1(-0.82),PUM2(-1.05),RBM24(-0.93),RBM28(-0.85),RBM38(0.43),RBM6(0.51),RBM8A(-0.53),RBMS1(0.52),SAMD4A(-0.6),SNRNP70(0.51),SRSF10(-0.74),U2AF2(0.91),ZCRB1(0.44)	-0.96	0.38	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
34044	TMEM129	DAZAP1(0.33),G3BP2(0.8),HNRNPA2B1(0.45),HNRNPK(0.5),KHDRBS3(-0.53),MATR3(-0.91),PABPC5(0.18),RBM3(-0.16),RBM46(0.5),SRP54(-0.38),SRSF1(0.29),TARDBP(-0.65),YBX1(-0.27),ZNF638(-0.55)	-0.45	0.32	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
36521	SAV1	ANKHD1(0.79),CNOT4(-0.3),CPEB4(-0.2),CPO(0.18),ESRP2(0.08),FMR1(0.27),FXR2(-0.51),G3BP2(-0.52),HNRNPA1(0.16),HNRNPC(-0.09),HNRNPCL1(-0.36),HNRNPH1(-0.53),HNRNPH2(0.88),HNRNPM(-0.58),HNRNPU(0.68),IGF2BP3(0.17),KHDRBS1(-0.63),KHDRBS3(-0.4),PABPC3(-0.15),PABPC4(0.26),PABPC5(0.11),PPRC1(0.25),PTBP1(-0.27),QKI(-0.21),RBFOX1(0.38),RBM24(-0.28),RBM28(0.18),RBM4(-0.15),RBM45(-0.08),RBM46(0.71),RBM6(-0.28),RBMS3(0.1),RBP1(0.18),SART3(0.67),SRP54(-0.61),SRSF1(0.24),SRSF10(0.84),SRSF9(0.35),YBX2(-0.16)	0	0.48	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
37578	RALYL	CNOT4(0.5),CPEB4(0.28),ENOX1(0.36),ESRP2(-0.1),FXR1(-0.43),FXR2(-0.64),HNRNPA1(0.21),HNRNPA1L2(-0.49),HNRNPA2B1(0.51),HNRNPC(-0.12),HNRNPK(-1),MATR3(-1.06),MSI1(-0.57),PABPN1(0.39),PTBP1(-0.56),RBFOX1(0.63),RBM3(0.31),RBM38(0.34),RBM4(-0.38),RBM42(-0.7),RBM46(1.14),RBM6(-0.5),RBM8A(0.36),SAMD4A(-0.27),SRP54(0.42),SRSF7(-0.85)	0	0.46	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
4812	OARD1	HNRNPCL1(-0.6),HNRNPM(0.7),IGF2BP3(0.17),KHDRBS3(0.68),PABPC1(-0.52),PABPC3(0.18),PABPC5(0.23),PABPN1(0.58),PTBP1(-0.67),SNRNP70(-0.8),ZC3H14(0.61)	-0.6	0	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
6208	EPB41L2	CPEB2(-0.6),DAZAP1(-0.46),HNRNPA1L2(0.61),HNRNPA2B1(-0.53),HNRNPC(-0.12),HNRNPF(0.59),IGF2BP3(0.11),KHDRBS1(-0.85),LIN28A(-0.15),MATR3(-0.69),MBNL1(-0.53),MSI1(0.27),PABPC1(-0.6),PABPC3(-0.18),PABPC4(0.36),PCBP3(-0.2),PPRC1(0.67),QKI(-0.85),RBFOX1(1.2),RBM24(-0.36),RBMS3(0.16),RSF1(0.62),SNRPA(-0.43),SRP54(0.62),SRSF7(-0.63),TIA1(0.58),YBX1(0.41),YBX2(0.32),ZCRB1(0.28),ZNF638(0.7)	0.33	0.31	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
904	C1QTNF9B	A1CF(-0.41),CPO(0.47),ESRP2(-0.33),FXR1(1.37),HNRNPA1(0.74),HNRNPC(-0.23),IGF2BP3(0.43),LIN28A(0.2),MATR3(-1.64),MBNL1(2.07),PABPC3(-0.29),PCBP2(1.3),PCBP3(-0.42),PPRC1(1.17),PUM2(-1.55),RBFOX1(1.3),RBM46(0.95),RBM5(0.87),RBP1(0.69),RSF1(0.75),SFPQ(-1.61),SNRNP70(0.95),SRP54(-1.32),SRSF2(0.84),TUT1(-0.72),U2AF2(-1.52),YBX1(-0.85),ZNF638(-1.15)	0	0.93	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
22098	ARHGEF7	CPO(0.15),ESRP2(-0.06),FUS(-0.25),FXR2(-0.49),HNRNPA1L2(-0.23),HNRNPC(-0.1),HNRNPCL1(-0.36),HNRNPH2(0.86),HNRNPK(-0.5),HNRNPL(0.45),IGF2BP2(0.11),IGF2BP3(0.08),KHDRBS3(-0.48),MATR3(-0.8),MSI1(-0.31),PABPC1(-0.25),PABPC3(-0.1),PABPC4(0.31),PTBP1(-0.26),RALY(0.3),RBFOX1(0.34),RBM24(-0.15),RBM38(0.24),RBM45(-0.06),RBM46(0.87),RBM6(-0.28),RBM8A(0.3),RBMS3(0.15),RBP1(0.15),SNRPA(-0.26),SRSF7(-0.58),ZC3H14(0.61)	0	0.32	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
25476	ZNF607	FMR1(0.6),HNRNPL(-0.62),HNRNPM(0.82),MBNL1(0.55),PABPC5(0.18),PPRC1(0.52),PUM2(-0.74),RBM45(-0.19),RBP1(0.22),SRSF1(0.31),TARDBP(-0.68)	0.35	0.27	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
30265	TM9SF4	CNOT4(0.35),CPEB4(0.12),DAZAP1(-0.21),ENOX1(0.23),ESRP2(-0.2),FMR1(0.19),FUS(-0.48),FXR2(-0.4),G3BP2(0.4),HNRNPA1L2(0.58),HNRNPA2B1(-0.49),HNRNPC(-0.05),HNRNPF(0.25),HNRNPH1(0.53),HNRNPK(-0.23),HNRNPL(-0.19),HNRNPM(-0.26),HNRNPU(0.27),IGF2BP2(0.13),IGF2BP3(0.1),KHDRBS1(-0.39),KHDRBS2(0.29),KHDRBS3(-0.39),LIN28A(-0.1),MATR3(-0.68),MBNL1(0.5),MSI1(-0.14),PABPC1(-0.38),PABPC5(-0.11),PABPN1(-0.23),PCBP3(0.1),RALY(0.21),RBFOX1(0.23),RBM24(-0.38),RBM28(-0.18),RBM4(-0.29),RBM45(-0.11),RBM46(0.2),RSF1(0.43),SART3(0.87),SF1(0.32),SFPQ(0.5),SNRNP70(0.35),SRSF10(-0.6),SRSF2(0.27),SRSF7(-0.53),TARDBP(-0.3),TIA1(-0.4),U2AF2(0.4),YBX2(-0.24),ZC3H10(0.21),ZC3H14(-0.29),ZCRB1(0.11)	0	0.28	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
9042	TACC2	ESRP2(-0.13),HNRNPC(-0.11),IGF2BP2(0.13),IGF2BP3(0.09),KHDRBS2(0.3),MSI1(-0.3),PABPC5(0.11),PCBP1(-0.28),PCBP2(0.44),PUM2(-0.35),RALY(0.27),RBM38(-0.19),RBM41(-0.38),RBM42(-0.27),SART3(0.36),SFPQ(0.56),SRP54(0.34),SRSF1(-0.25),SRSF7(-0.28),SRSF9(-0.3),U2AF2(0.7),ZNF638(-0.37)	0.62	0.11	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
2621	NECAB3	CNOT4(0.33),CPEB4(0.1),ENOX1(-0.28),ESRP2(-0.05),FMR1(0.11),FXR1(-0.28),FXR2(0.41),G3BP2(0.92),HNRNPA1L2(0.1),HNRNPC(-0.04),HNRNPCL1(-0.56),HNRNPF(-0.12),HNRNPH2(-0.32),HNRNPK(-0.23),HNRNPL(0.2),HNRNPM(0.18),HNRNPU(0.27),IGF2BP2(0.07),IGF2BP3(0.06),KHDRBS3(-0.46),MATR3(-0.6),MBNL1(0.51),PABPC3(0.06),PABPN1(-0.18),PCBP3(-0.17),PPRC1(-0.31),PUM2(-0.15),QKI(-0.16),RALY(0.28),RBM24(-0.08),RBM38(-0.13),RBM4(-0.09),RBM41(-0.35),RBM45(-0.05),RBM46(0.41),RBM5(0.2),RBM6(-0.18),RBM8A(0.59),RBMS3(-0.07),RBP1(0.21),SNRPA(0.15),SRP54(0.15),SRSF1(0.1),SRSF2(0.53),SRSF7(0.19),SRSF9(-0.41),TARDBP(-0.35),U2AF2(0.41),YBX1(-0.11),ZC3H10(-0.08),ZC3H14(-0.38),ZCRB1(0.06)	0.16	0.4	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
28164	PID1	ANKHD1(0.49),DAZAP1(0.21),FMR1(0.29),FXR1(0.24),FXR2(-0.41),HNRNPC(-0.07),HNRNPCL1(-0.34),HNRNPH2(0.87),HNRNPK(-0.35),HNRNPU(0.31),MATR3(-0.78),MBNL1(0.35),PABPC3(-0.07),PABPN1(-0.32),RALY(-0.32),RBM45(-0.07),RBM46(0.41),RBP1(0.11),SART3(0.35),SRP54(-0.62),SRSF10(-0.39),TIA1(-0.38),TUT1(0.21),YBX2(-0.16),ZCRB1(0.13),ZNF638(-0.39)	0.59	0.21	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
34690	UBAC2	CPEB4(-0.15),CPO(0.12),ESRP2(-0.07),FMR1(0.27),FUS(-0.81),FXR1(-0.41),G3BP2(0.56),HNRNPA1(0.13),HNRNPA1L2(-0.23),HNRNPA2B1(0.26),HNRNPC(0.06),HNRNPCL1(-0.53),HNRNPF(-0.28),HNRNPH1(0.36),HNRNPK(0.47),HNRNPM(0.35),HNRNPU(0.55),IGF2BP2(0.27),KHDRBS1(-0.87),KHDRBS2(0.2),KHDRBS3(-0.71),MSI1(0.1),PABPC1(0.32),PABPC3(0.11),PABPC5(-0.09),PABPN1(-0.3),PCBP3(0.13),PPRC1(-0.43),QKI(0.34),RALY(0.27),RBM28(-0.14),RBM3(-0.22),RBM38(0.19),RBM4(0.18),RBM41(-0.56),RBM42(-0.17),RBM45(-0.1),RBM46(0.56),RBM8A(0.23),RBMS1(0.13),RBMS3(-0.15),SF1(-0.36),SFPQ(0.41),SNRPA(0.45),SRP54(0.31),SRSF1(-0.27),SRSF7(0.36),SRSF9(-0.39),TARDBP(-0.53),U2AF2(1.03),YBX1(-0.21),ZNF638(-0.41)	0.18	0.35	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
31177	NRXN1	ANKHD1(0.33),ESRP2(-0.09),HNRNPC(-0.12),HNRNPU(0.62),IGF2BP2(0.18),MATR3(-0.76),RBM28(0.2),RBM41(0.4),RBM8A(0.24),TIA1(-0.38),ZC3H10(0.17)	0.61	0.2	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
27376	TMEM246	ESRP2(-0.07),FUS(-0.51),G3BP2(1.03),HNRNPC(-0.08),HNRNPH1(0.54),HNRNPH2(0.75),HNRNPU(0.37),MATR3(-0.95),QKI(-0.19),RBM4(0.23),RBM42(-0.22),RBM45(-0.14),RBM46(0.38),RBM6(-0.25),RBMS1(-0.23),RBP1(0.26),SART3(0.35),SRSF7(-0.36),TUT1(0.33),U2AF2(0.46)	0	0.3	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
38921	PRKAR1A	ANKHD1(0.42),CNOT4(-0.17),CPEB4(0.19),CPO(0.25),DAZAP1(0.27),ENOX1(-0.18),ESRP2(-0.12),FXR2(0.21),HNRNPA1(0.13),HNRNPA1L2(0.39),HNRNPC(-0.05),HNRNPCL1(-0.18),HNRNPH1(0.16),HNRNPH2(1.07),HNRNPK(-0.5),HNRNPL(0.14),HNRNPM(-0.17),HNRNPU(0.55),IGF2BP2(-0.04),IGF2BP3(0.06),KHDRBS1(-0.56),KHDRBS2(0.38),LIN28A(-0.05),MATR3(-0.9),MSI1(-0.43),PABPC3(-0.15),PABPC5(0.06),PCBP3(-0.08),PPRC1(-0.32),PUM2(0.15),RALY(-0.14),RBFOX1(-0.35),RBM24(-0.37),RBM3(0.16),RBM38(-0.28),RBM4(0.12),RBM41(0.21),RBM42(-0.16),RBM46(0.5),RBM5(-0.37),RBMS1(-0.12),RBMS3(0.41),SAMD4A(-0.22),SART3(0.87),SF1(0.25),SNRNP70(-0.27),SNRPA(-0.27),SRSF10(-0.23),SRSF2(0.22),SRSF7(-0.22),SRSF9(-0.34),TARDBP(0.23),TIA1(-0.29),TUT1(0.21),YBX1(-0.27),YBX2(0.07),ZC3H10(0.19),ZC3H14(0.16),ZCRB1(0.24),ZNF638(-0.63)	0.55	0.29	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
10152	PHTF2	DAZAP1(0.53),ESRP2(-0.13),HNRNPH2(0.81),MSI1(-0.24),PABPN1(-0.6),RBP1(0.19),SRSF1(0.46),SRSF7(-0.81)	0.47	0.22	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
12027	PPP1R32	DAZAP1(-0.4),ESRP2(-0.15),FMR1(-0.35),FXR1(-0.53),HNRNPK(-0.63),IGF2BP2(0.17),PABPC1(0.49),PABPC3(-0.15),PCBP1(0.61),PCBP3(0.18),PPRC1(-0.54),RBM24(0.31),RBM28(0.61),RBM3(-0.23),RBM4(-0.29),SAMD4A(0.26),TARDBP(-0.83),TIA1(-0.44),ZC3H14(0.71),ZCRB1(-0.27),ZNF638(0.62)	-0.45	0.26	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
13127	SLC25A29	CPEB4(-0.34),CPO(0.16),ENOX1(0.25),FMR1(-0.25),HNRNPA1(-0.26),HNRNPA1L2(0.29),HNRNPA2B1(0.33),HNRNPF(0.3),HNRNPK(-0.32),IGF2BP2(-0.1),KHDRBS1(-0.34),KHDRBS2(0.35),LIN28A(-0.1),PABPC5(0.15),PABPN1(-0.41),PCBP1(0.31),PPRC1(0.37),PTBP1(-0.48),QKI(-0.38),RALY(0.29),RBFOX1(0.49),RBM38(0.3),RBM5(-0.63),RBM8A(0.23),RBP1(-0.12),RSF1(0.31),SAMD4A(0.13),SF1(0.48),SFPQ(-0.32),SRSF1(-0.17),SRSF2(0.3),YBX2(0.13)	0	0	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
14366	TCTN1	A1CF(-0.11),ANKHD1(0.39),CPEB4(-0.29),DAZAP1(0.33),FMR1(0.45),FXR1(0.59),G3BP2(-0.89),HNRNPC(-0.12),HNRNPH2(0.69),KHDRBS1(-0.53),LIN28A(0.1),PCBP2(0.82),RBM28(0.42),RBM38(0.28),RBM4(0.23),RBM6(-0.53),RBP1(0.15),SF1(-0.52),SRSF7(-0.41),YBX1(-0.52),YBX2(-0.21),ZNF638(-0.57)	0	0.45	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
15347	GRK4	ANKHD1(0.35),CNOT4(-1.13),ENOX1(0.23),FUS(-0.79),HNRNPA1(0.27),HNRNPA2B1(-0.87),HNRNPL(-0.36),IGF2BP2(0.24),KHDRBS1(-0.52),KHDRBS3(-0.36),LIN28A(0.1),MATR3(1.06),PCBP1(0.42),PCBP2(0.65),PPRC1(0.5),PUM2(-0.39),RALY(0.41),RBFOX1(0.38),RBM38(-0.34),RBM41(-0.55),RBM45(-0.12),SFPQ(0.42),SRSF1(-0.26),SRSF10(0.52),U2AF2(0.56),ZC3H10(-0.18),ZC3H14(-0.35)	-0.26	0.27	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
17728	ZHX3	ANKHD1(0.55),CPEB4(-0.24),G3BP2(0.85),HNRNPA2B1(-0.8),HNRNPC(-0.12),HNRNPH2(0.47),KHDRBS1(-0.63),KHDRBS2(0.39),MATR3(-0.62),PCBP1(0.58),PCBP3(-0.18),PTBP1(-0.32),RBM42(-0.31),RBM45(-0.07),SART3(0.45),SFPQ(0.48),SRSF2(0.39),SRSF9(-0.48),TIA1(-0.41),U2AF2(0.64),YBX2(0.16)	0.33	0	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
19117	TK2	A1CF(-0.07),ANKHD1(0.38),DAZAP1(-0.41),ENOX1(0.29),FMR1(0.37),FUS(-0.36),HNRNPA1(-0.12),HNRNPA2B1(-0.61),HNRNPC(-0.07),HNRNPCL1(0.37),HNRNPH2(0.7),HNRNPU(0.38),IGF2BP2(-0.11),MATR3(-0.48),MBNL1(-0.77),MSI1(-0.19),PABPC1(-0.52),PABPC4(0.27),PABPN1(-0.69),PPRC1(-0.35),PTBP1(-0.31),QKI(-0.31),RBM24(0.12),RBM28(0.23),RBM3(0.14),RBM38(-0.19),RBM4(-0.27),RBM41(-0.5),RBM46(0.33),RBM8A(0.24),RBMS1(0.2),RBMS3(0.14),RBP1(0.12),SAMD4A(-0.14),SART3(0.34),SF1(0.41),SNRNP70(0.54),SNRPA(0.22),SRP54(-0.45),SRSF1(-0.22),SRSF2(0.28),SRSF7(-0.35),TARDBP(0.61),U2AF2(0.51),YBX1(0.49),YBX2(-0.2),ZC3H10(0.14),ZCRB1(0.14),ZNF638(-0.32)	0	0.2	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
19169	ZNF33A	ESRP2(-0.11),FXR1(0.53),HNRNPC(-0.11),HNRNPK(0.52),HNRNPU(0.47),IGF2BP2(0.22),PABPC3(-0.14),PCBP1(-0.44),RBM45(-0.15),RBP1(0.28),RSF1(-0.42),SNRNP70(-0.53),U2AF2(0.81),YBX1(-0.32)	0.59	0.39	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
20517	MTA3	A1CF(-0.06),DAZAP1(0.32),ENOX1(-0.18),ESRP2(-0.13),FUS(-0.68),FXR1(-0.3),FXR2(-0.44),G3BP2(0.73),HNRNPA1(-0.22),HNRNPA1L2(0.24),HNRNPA2B1(0.26),HNRNPC(-0.06),HNRNPCL1(-0.85),HNRNPH1(0.28),HNRNPH2(1.16),HNRNPK(-0.38),HNRNPL(0.38),HNRNPU(0.82),KHDRBS1(-0.44),MSI1(-0.19),PABPC3(-0.1),PABPC4(0.19),PCBP1(-0.61),PCBP2(0.26),PCBP3(0.15),PTBP1(-0.3),RALY(-0.29),RBM28(0.18),RBM38(-0.17),RBM4(0.23),RBM45(-0.09),RBM46(0.71),RBM6(-0.35),RBM8A(0.48),RBP1(0.2),RSF1(-0.2),SART3(0.36),SFPQ(0.57),SNRNP70(-0.18),SNRPA(0.2),SRP54(-0.34),SRSF2(0.22),SRSF7(-0.36),SRSF9(-0.39),TARDBP(-0.99),TUT1(0.23),U2AF2(0.54),YBX1(-0.23),YBX2(0.13),ZC3H10(0.24),ZC3H14(0.41),ZCRB1(0.31),ZNF638(-0.55)	0	0.36	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
21267	POLR1D	A1CF(-0.05),ANKHD1(-0.34),CNOT4(-0.33),CPEB2(-0.25),DAZAP1(0.31),ENOX1(0.18),ESRP2(0.06),FMR1(0.46),FUS(0.14),FXR1(0.31),FXR2(0.46),HNRNPA1L2(-0.35),HNRNPA2B1(-0.42),HNRNPC(-0.07),HNRNPCL1(-0.53),HNRNPF(-0.2),HNRNPH1(0.37),HNRNPH2(0.52),HNRNPK(0.43),HNRNPM(0.4),IGF2BP2(-0.05),IGF2BP3(0.09),KHDRBS1(-0.83),KHDRBS2(0.14),KHDRBS3(-0.61),MSI1(-0.2),PABPC5(0.15),PABPN1(-0.39),PCBP1(0.18),PCBP2(0.74),PTBP1(-0.25),PUM2(-0.54),RALY(-0.2),RBFOX1(0.24),RBM24(0.21),RBM28(0.13),RBM38(-0.16),RBM4(0.2),RBM42(-0.3),RBM45(0.1),RBM46(0.63),RBM5(0.56),RBM8A(0.57),RBMS3(0.08),RSF1(-0.38),SART3(-0.26),SF1(-0.36),SNRPA(-0.21),SRP54(-0.38),SRSF1(0.18),SRSF10(0.19),SRSF2(0.54),SRSF9(-0.41),TUT1(0.23),YBX2(0.06),ZCRB1(0.19),ZNF638(-0.48)	-0.25	0.14	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
22991	SENP8	CPEB2(-0.35),CPO(-0.27),ESRP2(-0.16),FXR1(0.64),HNRNPCL1(-0.56),HNRNPK(0.72),IGF2BP3(0.18),KHDRBS1(-0.77),KHDRBS2(0.5),PCBP1(-0.47),PUM2(0.65),RBM45(-0.13),RSF1(-0.5),SF1(0.62)	0.23	0.2	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
2397	FAM76B	CPEB2(0.35),HNRNPC(-0.11),HNRNPCL1(-0.86),HNRNPH2(0.73),HNRNPU(1.07),MATR3(-1.24),PABPC5(0.21),QKI(-0.49),RBM28(0.48),RBM8A(0.82),SF1(0.62),SRSF2(-0.58),SRSF7(0.6),SRSF9(-0.9),ZNF638(-0.7)	0	0.58	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
24532	IDI2-AS1	CPO(0.17),ENOX1(-0.48),FMR1(0.65),FUS(-0.45),HNRNPA2B1(-0.75),HNRNPCL1(-0.49),HNRNPH2(1.19),HNRNPL(0.37),IGF2BP2(0.19),KHDRBS1(-0.67),PCBP1(-0.51),PPRC1(0.35),PUM2(-0.44),RBFOX1(-0.64),RBM28(-0.39),RBM3(0.18),RBM4(0.27),RBM45(-0.1),RBMS1(-0.22),RSF1(-0.52),SAMD4A(-0.21),SART3(0.78),SFPQ(0.79),SNRNP70(-0.33),SRSF1(0.34),SRSF9(-0.56),YBX2(0.13),ZC3H14(-0.65),ZCRB1(0.35)	0.2	0.4	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
24533	IDI2-AS1	ENOX1(-0.28),FMR1(0.47),FXR1(0.34),HNRNPH2(0.99),IGF2BP2(0.22),KHDRBS1(-0.57),PABPC4(0.3),RBFOX1(-0.43),RBM45(-0.12),RBM46(0.48),SART3(0.49),SFPQ(0.59),SRSF1(0.3),TARDBP(-0.58),YBX1(-0.28),ZC3H14(-0.49),ZCRB1(0.23)	0.27	0.26	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
25633	PPM1J	CPEB4(-0.27),DAZAP1(0.66),ENOX1(-0.45),ESRP2(-0.07),FMR1(0.63),G3BP2(0.53),HNRNPCL1(-0.43),HNRNPH2(0.65),HNRNPK(-0.4),HNRNPU(0.53),KHDRBS1(-0.59),MATR3(-0.54),MSI1(-0.25),PTBP1(-0.26),QKI(0.37),RBM3(-0.29),RBM42(-0.34),RBM45(-0.1),RBM46(0.8),RBM6(-0.26),RSF1(0.32),SRSF1(0.31),SRSF9(-0.36),U2AF2(0.75),YBX2(0.13),ZNF638(-0.42)	0.3	0	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
29704	PRKCE	CPEB4(-0.31),CPO(0.43),HNRNPC(-0.19),HNRNPF(-0.44),PUM2(0.87),RALY(-0.63),RBM4(0.36),RBP1(0.21),SNRPA(-0.43),SRSF2(-0.55),SRSF7(0.62),TUT1(0.34),ZC3H14(-0.64),ZNF638(-0.7)	0	0.51	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
32773	GPR137C	CNOT4(0.78),HNRNPC(-0.09),HNRNPCL1(-0.58),HNRNPF(-0.43),HNRNPM(0.54),MATR3(-0.89),PABPC4(0.31),PCBP2(0.58),PTBP1(-0.36),RBM42(-0.31),RBM45(-0.12),RBM8A(0.37),RBMS1(0.27),SF1(-0.69),U2AF2(1.15),YBX2(-0.17),ZC3H10(0.15),ZC3H14(-0.54),ZNF638(-0.62)	0.43	0.23	Brain - Cortex.Brain - Frontal Cortex (BA9).Brain - Anterior cingulate cortex (BA24)	Yes
