ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3545	"ENSG00000151632.17"	"AKR1C2"	chr10	-	4999199	5000666	4999199	4999277	5000549	5000666
3546	"ENSG00000188343.12"	"FAM92A1"	chr8	+	93701223	93702543	93701223	93701458	93702519	93702543
3547	"ENSG00000165359.14"	"INTS6L"	chrX	+	135569336	135573033	135569336	135569431	135572814	135573033
3548	"ENSG00000182400.14"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159482	39159550
3549	"ENSG00000182400.14"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159449	39159550
3550	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986987	51987196	51986987	51987061	51987146	51987196
3551	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986414	51987624	51986414	51987453	51987555	51987624
3552	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51987555	51988603	51987555	51987624	51988523	51988603
3553	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986604	51987061	51986604	51986661	51986952	51987061
3554	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51985851	51987453	51985851	51987196	51987308	51987453
3555	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986414	51987061	51986414	51986504	51986604	51987061
3556	"ENSG00000204428.12"	"LY6G5C"	chr6	-	31679100	31680364	31679100	31679268	31680158	31680364
3557	"ENSG00000117385.15"	"P3H1"	chr1	-	42754868	42755217	42754868	42754990	42755164	42755217
3558	"ENSG00000117385.15"	"P3H1"	chr1	-	42746374	42747412	42746374	42746852	42747271	42747412
3559	"ENSG00000204618.8"	"RNF39"	chr6	-	30070265	30071691	30070265	30071200	30071398	30071691
3560	"ENSG00000131042.14"	"LILRB2"	chr19	-	54276806	54277600	54276806	54276929	54277549	54277600
3561	"ENSG00000184154.13"	"LRTOMT"	chr11	+	72094947	72096895	72094947	72095096	72096722	72096895
3562	"ENSG00000184154.13"	"LRTOMT"	chr11	+	72094947	72096895	72094947	72095096	72095378	72096895
3563	"ENSG00000203965.12"	"EFCAB7"	chr1	+	63568309	63571128	63568309	63568519	63571020	63571128
3564	"ENSG00000154277.12"	"UCHL1"	chr4	+	41257114	41257737	41257114	41257126	41257608	41257737
3565	"ENSG00000165272.14"	"AQP3"	chr9	-	33442851	33443458	33442851	33442970	33443178	33443458
3566	"ENSG00000165272.14"	"AQP3"	chr9	-	33442851	33443458	33442851	33442970	33443320	33443458
3567	"ENSG00000157191.19"	"NECAP2"	chr1	+	16458841	16460077	16458841	16459062	16459273	16460077
3568	"ENSG00000157191.19"	"NECAP2"	chr1	+	16449092	16452015	16449092	16449201	16451837	16452015
3569	"ENSG00000142684.8"	"ZNF593"	chr1	+	26170417	26170873	26170417	26170480	26170574	26170873
3570	"ENSG00000198704.9"	"GPX6"	chr6	-	28510750	28510904	28510750	28510772	28510775	28510904
3571	"ENSG00000101246.19"	"ARFRP1"	chr20	-	63698642	63700702	63698642	63700530	63700601	63700702
3572	"ENSG00000225180.7"	"AATK-AS1"	chr17	+	81181558	81182081	81181558	81181694	81181965	81182081
3573	"ENSG00000184640.17"	"SEPT9"	chr17	+	77498522	77500596	77498522	77498765	77500406	77500596
3574	"ENSG00000165863.16"	"C10orf82"	chr10	-	116664760	116665826	116664760	116664947	116665607	116665826
3575	"ENSG00000171793.13"	"CTPS1"	chr1	+	41008658	41008890	41008658	41008714	41008793	41008890
3576	"ENSG00000148985.19"	"PGAP2"	chr11	+	3823882	3824376	3823882	3824135	3824269	3824376
3577	"ENSG00000130717.12"	"UCK1"	chr9	-	131528943	131529270	131528943	131529038	131529127	131529270
3578	"ENSG00000109332.19"	"UBE2D3"	chr4	-	102801453	102802638	102801453	102801559	102802560	102802638
3579	"ENSG00000204256.12"	"BRD2"	chr6	+	32976561	32977570	32976561	32976936	32977441	32977570
3580	"ENSG00000204256.12"	"BRD2"	chr6	+	32976561	32977570	32976561	32976936	32977259	32977570
3581	"ENSG00000104805.15"	"NUCB1"	chr19	+	48919029	48919286	48919029	48919122	48919193	48919286
3582	"ENSG00000173486.12"	"FKBP2"	chr11	+	64243198	64243497	64243198	64243311	64243450	64243497
3583	"ENSG00000139540.11"	"SLC39A5"	chr12	+	56231203	56231561	56231203	56231289	56231376	56231561
3584	"ENSG00000143761.14"	"ARF1"	chr1	+	228097077	228097452	228097077	228097262	228097341	228097452
3585	"ENSG00000159348.12"	"CYB5R1"	chr1	-	202965886	202966600	202965886	202966109	202966527	202966600
3586	"ENSG00000159348.12"	"CYB5R1"	chr1	-	202965886	202966600	202965886	202965993	202966527	202966600
3587	"ENSG00000182173.12"	"TSEN54"	chr17	+	75516745	75517072	75516745	75516910	75517008	75517072
3588	"ENSG00000171703.16"	"TCEA2"	chr20	+	64069764	64070414	64069764	64069821	64070259	64070414
3589	"ENSG00000171703.16"	"TCEA2"	chr20	+	64071869	64072346	64071869	64071941	64072171	64072346
3590	"ENSG00000171703.16"	"TCEA2"	chr20	+	64069764	64070635	64069764	64070414	64070488	64070635
3591	"ENSG00000175707.8"	"KDF1"	chr1	-	26951341	26952412	26951341	26952041	26952159	26952412
3592	"ENSG00000109133.12"	"TMEM33"	chr4	+	41935128	41935529	41935128	41935262	41935466	41935529
3593	"ENSG00000109133.12"	"TMEM33"	chr4	+	41935128	41935529	41935128	41935310	41935466	41935529
3594	"ENSG00000111642.14"	"CHD4"	chr12	-	6583026	6583378	6583026	6583113	6583197	6583378
3595	"ENSG00000106133.17"	"NSUN5P2"	chr7	-	72948891	72949102	72948891	72948980	72949052	72949102
3596	"ENSG00000185163.9"	"DDX51"	chr12	-	132140830	132141420	132140830	132141020	132141274	132141420
3597	"ENSG00000185163.9"	"DDX51"	chr12	-	132140830	132141420	132140830	132141020	132141102	132141420
3598	"ENSG00000185163.9"	"DDX51"	chr12	-	132141497	132142190	132141497	132141956	132142118	132142190
3599	"ENSG00000185163.9"	"DDX51"	chr12	-	132141497	132141956	132141497	132141606	132141849	132141956
3600	"ENSG00000125637.15"	"PSD4"	chr2	+	113185364	113186255	113185364	113185440	113185661	113186255
3601	"ENSG00000125637.15"	"PSD4"	chr2	+	113185364	113186255	113185364	113185440	113185960	113186255
3602	"ENSG00000125637.15"	"PSD4"	chr2	+	113185364	113186255	113185364	113185440	113185876	113186255
3603	"ENSG00000108602.17"	"ALDH3A1"	chr17	-	19742544	19743463	19742544	19742630	19743231	19743463
3604	"ENSG00000162512.15"	"SDC3"	chr1	-	30876551	30878740	30876551	30877165	30878622	30878740
3605	"ENSG00000158863.21"	"FAM160B2"	chr8	+	22101707	22102315	22101707	22101851	22102174	22102315
3606	"ENSG00000158092.6"	"NCK1"	chr3	+	136945582	136946295	136945582	136945752	136946151	136946295
3607	"ENSG00000070404.9"	"FSTL3"	chr19	+	681332	681771	681332	681560	681649	681771
3608	"ENSG00000173588.14"	"CEP83"	chr12	-	94312913	94313017	94312913	94312929	94312930	94313017
3609	"ENSG00000173588.14"	"CEP83"	chr12	-	94412317	94412591	94412317	94412429	94412516	94412591
3610	"ENSG00000148600.14"	"CDHR1"	chr10	+	84219078	84219621	84219078	84219092	84219343	84219621
3611	"ENSG00000143624.13"	"INTS3"	chr1	+	153772339	153772711	153772339	153772440	153772638	153772711
3612	"ENSG00000143624.13"	"INTS3"	chr1	+	153773192	153774808	153773192	153773331	153774517	153774808
3613	"ENSG00000242086.8"	"LINC00969"	chr3	+	195708133	195708807	195708133	195708268	195708746	195708807
3614	"ENSG00000242086.8"	"LINC00969"	chr3	+	195708133	195708807	195708133	195708435	195708746	195708807
3615	"ENSG00000242086.8"	"LINC00969"	chr3	+	195708133	195708807	195708133	195708387	195708746	195708807
3616	"ENSG00000242086.8"	"LINC00969"	chr3	+	195708153	195708841	195708153	195708513	195708746	195708841
3617	"ENSG00000242086.8"	"LINC00969"	chr3	+	195701379	195701669	195701379	195701495	195701587	195701669
3618	"ENSG00000242086.8"	"LINC00969"	chr3	+	195708177	195708841	195708177	195708268	195708428	195708841
3619	"ENSG00000242086.8"	"LINC00969"	chr3	+	195708428	195708841	195708428	195708555	195708746	195708841
3620	"ENSG00000171530.13"	"TBCA"	chr5	-	77691240	77693352	77691240	77691498	77693265	77693352
3621	"ENSG00000177575.12"	"CD163"	chr12	-	7487358	7488087	7487358	7487673	7487772	7488087
3622	"ENSG00000177575.12"	"CD163"	chr12	-	7479859	7481256	7479859	7479913	7481160	7481256
3623	"ENSG00000177575.12"	"CD163"	chr12	-	7479859	7481256	7479859	7479996	7481160	7481256
3624	"ENSG00000196335.12"	"STK31"	chr7	+	23771004	23772278	23771004	23771124	23772146	23772278
3625	"ENSG00000255552.7"	"LY6G6E"	chr6	-	31712340	31712789	31712340	31712561	31712663	31712789
3626	"ENSG00000162650.16"	"ATXN7L2"	chr1	+	109488846	109490128	109488846	109489100	109489929	109490128
3627	"ENSG00000103005.11"	"USB1"	chr16	+	58002478	58002645	58002478	58002499	58002615	58002645
3628	"ENSG00000136699.19"	"SMPD4"	chr2	-	130154276	130155259	130154276	130154482	130155095	130155259
3629	"ENSG00000136699.19"	"SMPD4"	chr2	-	130156034	130156675	130156034	130156135	130156584	130156675
3630	"ENSG00000118785.13"	"SPP1"	chr4	+	87981474	87981798	87981474	87981535	87981601	87981798
3631	"ENSG00000269332.5"	"GOLGA2P9"	chr19	+	22601359	22602038	22601359	22601475	22601963	22602038
3632	"ENSG00000170921.14"	"TANC2"	chr17	+	63412679	63412709	63412679	63412692	63412693	63412709
3633	"ENSG00000170921.14"	"TANC2"	chr17	+	63411997	63412130	63411997	63412117	63412119	63412130
3634	"ENSG00000143499.13"	"SMYD2"	chr1	+	214330949	214334308	214330949	214331070	214332017	214334308
3635	"ENSG00000143499.13"	"SMYD2"	chr1	+	214332017	214334308	214332017	214332192	214334199	214334308
3636	"ENSG00000143954.12"	"REG3G"	chr2	+	79026082	79026831	79026082	79026169	79026712	79026831
3637	"ENSG00000168255.19"	"POLR2J3"	chr7	-	102566996	102568184	102566996	102567083	102568009	102568184
3638	"ENSG00000172732.11"	"MUS81"	chr11	+	65864719	65865145	65864719	65864815	65865016	65865145
3639	"ENSG00000172732.11"	"MUS81"	chr11	+	65864719	65865323	65864719	65865145	65865219	65865323
3640	"ENSG00000172732.11"	"MUS81"	chr11	+	65865810	65866439	65865810	65865894	65865985	65866439
3641	"ENSG00000172732.11"	"MUS81"	chr11	+	65864719	65865145	65864719	65864815	65865114	65865145
3642	"ENSG00000167613.15"	"LAIR1"	chr19	-	54356229	54356398	54356229	54356267	54356355	54356398
3643	"ENSG00000213722.8"	"DDAH2"	chr6	-	31728172	31728745	31728172	31728292	31728645	31728745
3644	"ENSG00000076864.19"	"RAP1GAP"	chr1	-	21602803	21603912	21602803	21602913	21603834	21603912
3645	"ENSG00000076864.19"	"RAP1GAP"	chr1	-	21602803	21603912	21602803	21602913	21603657	21603912
3646	"ENSG00000076864.19"	"RAP1GAP"	chr1	-	21599493	21599617	21599493	21599575	21599580	21599617
3647	"ENSG00000168397.16"	"ATG4B"	chr2	+	241651009	241651335	241651009	241651111	241651263	241651335
3648	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715141	30716507	30716676
3649	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715144	30716507	30716676
3650	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715081	30716507	30716676
3651	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30719078	30720915	30719078	30719225	30720810	30720915
3652	"ENSG00000175166.16"	"PSMD2"	chr3	+	184303319	184303749	184303319	184303466	184303642	184303749
3653	"ENSG00000161509.13"	"GRIN2C"	chr17	-	74846759	74847537	74846759	74846920	74847307	74847537
3654	"ENSG00000100031.18"	"GGT1"	chr22	+	24628080	24628388	24628080	24628136	24628238	24628388
3655	"ENSG00000100031.18"	"GGT1"	chr22	+	24628080	24628388	24628080	24628193	24628274	24628388
3656	"ENSG00000100031.18"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610454	24610531
3657	"ENSG00000100031.18"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610413	24610531
3658	"ENSG00000158941.16"	"CCAR2"	chr8	+	22618826	22619015	22618826	22618873	22618875	22619015
3659	"ENSG00000158941.16"	"CCAR2"	chr8	+	22618616	22619015	22618616	22618728	22618826	22619015
3660	"ENSG00000158941.16"	"CCAR2"	chr8	+	22619149	22620468	22619149	22619355	22619637	22620468
3661	"ENSG00000188827.10"	"SLX4"	chr16	-	3600978	3602307	3600978	3601191	3602117	3602307
3662	"ENSG00000214617.9"	"SLC6A10P"	chr16	-	32882530	32883703	32882530	32882780	32883571	32883703
3663	"ENSG00000129667.12"	"RHBDF2"	chr17	-	76478805	76479277	76478805	76479009	76479081	76479277
3664	"ENSG00000129667.12"	"RHBDF2"	chr17	-	76487711	76488132	76487711	76487851	76487973	76488132
3665	"ENSG00000129667.12"	"RHBDF2"	chr17	-	76472685	76473105	76472685	76472839	76473004	76473105
3666	"ENSG00000129667.12"	"RHBDF2"	chr17	-	76487711	76488132	76487711	76487909	76488014	76488132
3667	"ENSG00000162572.19"	"SCNN1D"	chr1	+	1287507	1287836	1287507	1287596	1287672	1287836
3668	"ENSG00000143630.9"	"HCN3"	chr1	+	155283973	155284757	155283973	155284135	155284538	155284757
3669	"ENSG00000161996.18"	"WDR90"	chr16	+	655057	655468	655057	655147	655306	655468
3670	"ENSG00000161996.18"	"WDR90"	chr16	+	655772	656537	655772	655889	656301	656537
3671	"ENSG00000161996.18"	"WDR90"	chr16	+	653745	655147	653745	653803	655028	655147
3672	"ENSG00000161996.18"	"WDR90"	chr16	+	655772	656537	655772	655885	656301	656537
3673	"ENSG00000161996.18"	"WDR90"	chr16	+	666454	666792	666454	666598	666672	666792
3674	"ENSG00000187017.15"	"ESPN"	chr1	+	6448640	6449091	6448640	6448802	6448892	6449091
3675	"ENSG00000151093.7"	"OXSM"	chr3	+	25790989	25791997	25790989	25791315	25791769	25791997
3676	"ENSG00000151093.7"	"OXSM"	chr3	+	25790989	25791997	25790989	25791696	25791945	25791997
3677	"ENSG00000204396.10"	"VWA7"	chr6	-	31766244	31766764	31766244	31766384	31766462	31766764
3678	"ENSG00000128298.16"	"BAIAP2L2"	chr22	-	38086241	38086449	38086241	38086347	38086389	38086449
3679	"ENSG00000159459.11"	"UBR1"	chr15	-	43025373	43026663	43025373	43025429	43026560	43026663
3680	"ENSG00000196262.13"	"PPIA"	chr7	+	44799391	44799874	44799391	44799480	44799701	44799874
3681	"ENSG00000168071.21"	"CCDC88B"	chr11	+	64351159	64351616	64351159	64351255	64351475	64351616
3682	"ENSG00000168071.21"	"CCDC88B"	chr11	+	64353053	64353496	64353053	64353240	64353350	64353496
3683	"ENSG00000149452.15"	"SLC22A8"	chr11	-	62993236	62993627	62993236	62993336	62993423	62993627
3684	"ENSG00000255508.7"	"RP11-864I4.1"	chr11	-	62572583	62574908	62572583	62572742	62574676	62574908
3685	"ENSG00000224081.8"	"LINC01057"	chr1	-	94622718	94624609	94622718	94622900	94623878	94624609
3686	"ENSG00000224081.8"	"LINC01057"	chr1	-	94622718	94624609	94622718	94622900	94623525	94624609
3687	"ENSG00000133275.15"	"CSNK1G2"	chr19	+	1978304	1978511	1978304	1978345	1978441	1978511
3688	"ENSG00000133275.15"	"CSNK1G2"	chr19	+	1978858	1979248	1978858	1979093	1979162	1979248
3689	"ENSG00000241945.7"	"PWP2"	chr21	+	44124579	44126119	44124579	44124727	44126010	44126119
3690	"ENSG00000241945.7"	"PWP2"	chr21	+	44120951	44122357	44120951	44121102	44122176	44122357
3691	"ENSG00000066777.8"	"ARFGEF1"	chr8	-	67343163	67343677	67343163	67343336	67343509	67343677
3692	"ENSG00000204949.8"	"FAM83A-AS1"	chr8	-	123201171	123201982	123201171	123201454	123201643	123201982
3693	"ENSG00000166579.15"	"NDEL1"	chr17	+	8443926	8444357	8443926	8444176	8444259	8444357
3694	"ENSG00000196642.17"	"RABL6"	chr9	+	136831720	136832370	136831720	136831861	136832261	136832370
3695	"ENSG00000196642.17"	"RABL6"	chr9	+	136831720	136832370	136831720	136831861	136832264	136832370
3696	"ENSG00000270647.5"	"TAF15"	chr17	+	35844476	35845038	35844476	35844728	35844857	35845038
3697	"ENSG00000270647.5"	"TAF15"	chr17	+	35844476	35845038	35844476	35844566	35844879	35845038
3698	"ENSG00000270647.5"	"TAF15"	chr17	+	35820023	35820437	35820023	35820075	35820331	35820437
3699	"ENSG00000166444.18"	"ST5"	chr11	-	8870953	8871367	8870953	8871088	8871333	8871367
3700	"ENSG00000081760.16"	"AACS"	chr12	+	125124704	125125024	125124704	125124769	125124901	125125024
3701	"ENSG00000143633.12"	"C1orf131"	chr1	-	231223762	231225523	231223762	231224414	231225470	231225523
3702	"ENSG00000100629.16"	"CEP128"	chr14	-	80830164	80831294	80830164	80830283	80831142	80831294
3703	"ENSG00000155367.15"	"PPM1J"	chr1	-	112712743	112713031	112712743	112712803	112712920	112713031
3704	"ENSG00000161692.17"	"DBF4B"	chr17	+	44750594	44752264	44750594	44750677	44751939	44752264
3705	"ENSG00000120885.20"	"CLU"	chr8	-	27604923	27605335	27604923	27605069	27605171	27605335
3706	"ENSG00000120885.20"	"CLU"	chr8	-	27598459	27600009	27598459	27598635	27599779	27600009
3707	"ENSG00000068831.18"	"RASGRP2"	chr11	-	64735541	64735980	64735541	64735664	64735902	64735980
3708	"ENSG00000038274.16"	"MAT2B"	chr5	+	163512001	163513669	163512001	163512196	163513554	163513669
3709	"ENSG00000163516.13"	"ANKZF1"	chr2	+	219236009	219236651	219236009	219236095	219236321	219236651
3710	"ENSG00000163516.13"	"ANKZF1"	chr2	+	219233078	219233433	219233078	219233191	219233285	219233433
3711	"ENSG00000163516.13"	"ANKZF1"	chr2	+	219234132	219235312	219234132	219234288	219234825	219235312
3712	"ENSG00000102054.17"	"RBBP7"	chrX	-	16845827	16849301	16845827	16845938	16849243	16849301
3713	"ENSG00000106009.15"	"BRAT1"	chr7	-	2542119	2543962	2542119	2542211	2543203	2543962
3714	"ENSG00000106009.15"	"BRAT1"	chr7	-	2539785	2541052	2539785	2539888	2540978	2541052
3715	"ENSG00000106009.15"	"BRAT1"	chr7	-	2537880	2539351	2537880	2538764	2539178	2539351
3716	"ENSG00000106009.15"	"BRAT1"	chr7	-	2543203	2543962	2543203	2543323	2543589	2543962
3717	"ENSG00000108559.11"	"NUP88"	chr17	-	5387385	5387670	5387385	5387466	5387604	5387670
3718	"ENSG00000166482.11"	"MFAP4"	chr17	-	19385098	19385454	19385098	19385281	19385357	19385454
3719	"ENSG00000076944.15"	"STXBP2"	chr19	+	7642428	7642823	7642428	7642536	7642765	7642823
3720	"ENSG00000076944.15"	"STXBP2"	chr19	+	7647161	7647511	7647161	7647247	7647353	7647511
3721	"ENSG00000158517.13"	"NCF1"	chr7	+	74782938	74783632	74782938	74783061	74783524	74783632
3722	"ENSG00000158517.13"	"NCF1"	chr7	+	74787983	74788704	74787983	74788088	74788558	74788704
3723	"ENSG00000228358.5"	"AC113617.1"	chr4	+	117372363	117372735	117372363	117372471	117372595	117372735
3724	"ENSG00000135454.13"	"B4GALNT1"	chr12	-	57631199	57631364	57631199	57631254	57631338	57631364
3725	"ENSG00000135454.13"	"B4GALNT1"	chr12	-	57627617	57628262	57627617	57627858	57628121	57628262
3726	"ENSG00000135454.13"	"B4GALNT1"	chr12	-	57627617	57628262	57627617	57627891	57628121	57628262
3727	"ENSG00000090372.14"	"STRN4"	chr19	-	46721985	46722340	46721985	46722072	46722241	46722340
3728	"ENSG00000261884.2"	"CTC-479C5.12"	chr16	-	67934796	67935478	67934796	67934948	67935295	67935478
3729	"ENSG00000170486.10"	"KRT72"	chr12	-	52585588	52586172	52585588	52585835	52585962	52586172
3730	"ENSG00000130813.17"	"C19orf66"	chr19	+	10091249	10091630	10091249	10091353	10091583	10091630
3731	"ENSG00000130813.17"	"C19orf66"	chr19	+	10091249	10091630	10091249	10091353	10091475	10091630
3732	"ENSG00000130813.17"	"C19orf66"	chr19	+	10089110	10089378	10089110	10089208	10089306	10089378
3733	"ENSG00000130813.17"	"C19orf66"	chr19	+	10089306	10089695	10089306	10089378	10089656	10089695
3734	"ENSG00000131435.12"	"PDLIM4"	chr5	+	132271302	132271908	132271302	132271466	132271790	132271908
3735	"ENSG00000206149.10"	"HERC2P9"	chr15	+	28640921	28641312	28640921	28641092	28641169	28641312
3736	"ENSG00000206149.10"	"HERC2P9"	chr15	+	28655272	28655691	28655272	28655420	28655494	28655691
3737	"ENSG00000206149.10"	"HERC2P9"	chr15	+	28636486	28637107	28636486	28636701	28636974	28637107
3738	"ENSG00000111732.10"	"AICDA"	chr12	-	8604806	8605485	8604806	8604922	8605214	8605485
3739	"ENSG00000111732.10"	"AICDA"	chr12	-	8604806	8605485	8604806	8604892	8605214	8605485
3740	"ENSG00000138035.14"	"PNPT1"	chr2	-	55680711	55680918	55680711	55680759	55680854	55680918
3741	"ENSG00000138035.14"	"PNPT1"	chr2	-	55644636	55645432	55644636	55644720	55645348	55645432
3742	"ENSG00000110497.14"	"AMBRA1"	chr11	-	46541944	46543398	46541944	46542981	46543251	46543398
3743	"ENSG00000125089.16"	"SH3TC1"	chr4	+	8236277	8237670	8236277	8236428	8237473	8237670
3744	"ENSG00000125089.16"	"SH3TC1"	chr4	+	8235432	8237670	8235432	8235555	8237473	8237670
3745	"ENSG00000125089.16"	"SH3TC1"	chr4	+	8235432	8237670	8235432	8235555	8236277	8237670
3746	"ENSG00000087274.16"	"ADD1"	chr4	+	2904763	2905015	2904763	2904777	2904919	2905015
3747	"ENSG00000087274.16"	"ADD1"	chr4	+	2908514	2909431	2908514	2908604	2909338	2909431
3748	"ENSG00000073350.13"	"LLGL2"	chr17	+	75574452	75574668	75574452	75574495	75574609	75574668
3749	"ENSG00000073350.13"	"LLGL2"	chr17	+	75574212	75574668	75574212	75574260	75574452	75574668
3750	"ENSG00000073350.13"	"LLGL2"	chr17	+	75574212	75574668	75574212	75574260	75574609	75574668
3751	"ENSG00000188001.9"	"TPRG1"	chr3	+	189150655	189151136	189150655	189150805	189150903	189151136
3752	"ENSG00000172717.15"	"FAM71D"	chr14	+	67208201	67208449	67208201	67208250	67208316	67208449
3753	"ENSG00000118492.16"	"ADGB"	chr6	+	146724185	146726197	146724185	146724327	146726082	146726197
