ENSG_ver	ENSG_no_ver	GeneSymbol	chr
17123	ENSG00000196151.10	ENSG00000196151	WDSUB1	chr2
17124	ENSG00000141736.13	ENSG00000141736	ERBB2	chr17
17125	ENSG00000271314.1	ENSG00000271314	AL161729.2	chr9
17126	ENSG00000224888.4	ENSG00000224888	AC138028.2	chr16
17127	ENSG00000257526.2	ENSG00000257526	AC107032.2	chr12
17128	ENSG00000214978.7	ENSG00000214978	GSG1L2	chr17
17129	ENSG00000266088.5	ENSG00000266088	AC004585.1	chr17
17130	ENSG00000199036.1	ENSG00000199036	MIR219A1	chr6
17131	ENSG00000004799.7	ENSG00000004799	PDK4	chr7
17132	ENSG00000105379.9	ENSG00000105379	ETFB	chr19
17133	ENSG00000213798.3	ENSG00000213798	AC004129.1	chr7
17134	ENSG00000221836.2	ENSG00000221836	OR2A5	chr7
17135	ENSG00000227160.3	ENSG00000227160	THEM7P	chr11
17136	ENSG00000091157.13	ENSG00000091157	WDR7	chr18
17137	ENSG00000120903.12	ENSG00000120903	CHRNA2	chr8
17138	ENSG00000012779.10	ENSG00000012779	ALOX5	chr10
17139	ENSG00000101849.15	ENSG00000101849	TBL1X	chrX
17140	ENSG00000235100.3	ENSG00000235100	AL157400.3	chr10
17141	ENSG00000274383.1	ENSG00000274383	AC103691.1	chr15
17142	ENSG00000133475.16	ENSG00000133475	GGT2	chr22
17143	ENSG00000252026.1	ENSG00000252026	RNU6-1262P	chr16
17144	ENSG00000226861.1	ENSG00000226861	AL390835.1	chr10
17145	ENSG00000228056.3	ENSG00000228056	CFL1P3	chr1
17146	ENSG00000236782.6	ENSG00000236782	AL391650.1	chr1
17147	ENSG00000130307.11	ENSG00000130307	USHBP1	chr19
17148	ENSG00000225272.2	ENSG00000225272	AL451074.2	chr1
17149	ENSG00000142541.16	ENSG00000142541	RPL13A	chr19
17150	ENSG00000271892.1	ENSG00000271892	AC026790.1	chr5
17151	ENSG00000117481.10	ENSG00000117481	NSUN4	chr1
17152	ENSG00000214988.4	ENSG00000214988	RPL7AP26	chr4
17153	ENSG00000234838.3	ENSG00000234838	PPIAP78	chr5
17154	ENSG00000165566.12	ENSG00000165566	AMER2	chr13
17155	ENSG00000230207.1	ENSG00000230207	RPL4P5	chr9
17156	ENSG00000223509.8	ENSG00000223509	AC135983.2	chr15
17157	ENSG00000225298.5	ENSG00000225298	LINC00113	chr21
17158	ENSG00000256148.1	ENSG00000256148	AP000763.2	chr11
17159	ENSG00000119314.15	ENSG00000119314	PTBP3	chr9
17160	ENSG00000254088.1	ENSG00000254088	SLC2A3P4	chr8
17161	ENSG00000154646.8	ENSG00000154646	TMPRSS15	chr21
17162	ENSG00000036530.8	ENSG00000036530	CYP46A1	chr14
17163	ENSG00000175591.11	ENSG00000175591	P2RY2	chr11
17164	ENSG00000155962.12	ENSG00000155962	CLIC2	chrX
17165	ENSG00000259465.2	ENSG00000259465	AHCYP7	chr15
17166	ENSG00000231652.2	ENSG00000231652	AL590428.1	chr6
17167	ENSG00000171311.12	ENSG00000171311	EXOSC1	chr10
17168	ENSG00000188712.4	ENSG00000188712	OR13D3P	chr9
17169	ENSG00000253939.1	ENSG00000253939	AC007991.3	chr8
17170	ENSG00000139053.2	ENSG00000139053	AC020613.1	chr12
17171	ENSG00000137449.15	ENSG00000137449	CPEB2	chr4
17172	ENSG00000176473.13	ENSG00000176473	WDR25	chr14
17173	ENSG00000201403.1	ENSG00000201403	SNORD14B	chr11
17174	ENSG00000231333.2	ENSG00000231333	RPL34P6	chr1
17175	ENSG00000184933.4	ENSG00000184933	OR6A2	chr11
17176	ENSG00000181085.14	ENSG00000181085	MAPK15	chr8
17177	ENSG00000100523.14	ENSG00000100523	DDHD1	chr14
17178	ENSG00000245888.6	ENSG00000245888	NSMCE1-DT	chr16
17179	ENSG00000229769.2	ENSG00000229769	TRBV10-2	chr7
17180	ENSG00000172009.14	ENSG00000172009	THOP1	chr19
17181	ENSG00000248954.1	ENSG00000248954	AC027801.1	chr17
17182	ENSG00000216613.2	ENSG00000216613	AL023284.2	chr6
17183	ENSG00000279031.1	ENSG00000279031	AC004232.3	chr16
17184	ENSG00000169554.18	ENSG00000169554	ZEB2	chr2
17185	ENSG00000240083.2	ENSG00000240083	RPS3AP22	chr5
17186	ENSG00000198077.10	ENSG00000198077	CYP2A7	chr19
17187	ENSG00000232369.1	ENSG00000232369	PPIAP35	chr1
17188	ENSG00000056558.10	ENSG00000056558	TRAF1	chr9
17189	ENSG00000180913.3	ENSG00000180913	OR56B3P	chr11
17190	ENSG00000160050.14	ENSG00000160050	CCDC28B	chr1
17191	ENSG00000273659.1	ENSG00000273659	AC108125.1	chr16
17192	ENSG00000274717.1	ENSG00000274717	AL049757.1	chr22
17193	ENSG00000265182.1	ENSG00000265182	SRP72P1	chr18
17194	ENSG00000261240.1	ENSG00000261240	AC009065.6	chr16
17195	ENSG00000226421.1	ENSG00000226421	SLC25A5P5	chr7
17196	ENSG00000186508.4	ENSG00000186508	OR9I2P	chr11
17197	ENSG00000226288.1	ENSG00000226288	OR52I2	chr11
17198	ENSG00000236799.1	ENSG00000236799	LINC02626	chr10
17199	ENSG00000274791.1	ENSG00000274791	F8A2	chrX
17200	ENSG00000276436.1	ENSG00000276436	AL136301.1	chr13
17201	ENSG00000241231.1	ENSG00000241231	AC022294.1	chr3
17202	ENSG00000271142.1	ENSG00000271142	YWHAQP7	chr12
17203	ENSG00000235892.1	ENSG00000235892	PKMP2	chrX
17204	ENSG00000231049.1	ENSG00000231049	OR52B5P	chr11
17205	ENSG00000187747.2	ENSG00000187747	OR52B6	chr11
17206	ENSG00000070814.17	ENSG00000070814	TCOF1	chr5
17207	ENSG00000163026.11	ENSG00000163026	WDCP	chr2
17208	ENSG00000260683.1	ENSG00000260683	AL591643.1	chrX
17209	ENSG00000110344.9	ENSG00000110344	UBE4A	chr11
17210	ENSG00000147679.11	ENSG00000147679	UTP23	chr8
17211	ENSG00000253982.1	ENSG00000253982	AC100810.1	chr8
17212	ENSG00000243694.2	ENSG00000243694	LINC02027	chr3
17213	ENSG00000261714.2	ENSG00000261714	AC105137.1	chr15
17214	ENSG00000277011.1	ENSG00000277011	AC148477.4	chr12
17215	ENSG00000227482.1	ENSG00000227482	AL157702.2	chr9
17216	ENSG00000233517.1	ENSG00000233517	AC005162.2	chr7
17217	ENSG00000052850.5	ENSG00000052850	ALX4	chr11
17218	ENSG00000228466.1	ENSG00000228466	TUBB4AP1	chrX
17219	ENSG00000228312.1	ENSG00000228312	GAPDHP45	chr10
17220	ENSG00000234688.1	ENSG00000234688	AL049749.1	chr22
17221	ENSG00000182070.4	ENSG00000182070	OR52A1	chr11
17222	ENSG00000237186.1	ENSG00000237186	AC092418.1	chr3
17223	ENSG00000157895.11	ENSG00000157895	C12orf43	chr12
17224	ENSG00000237592.2	ENSG00000237592	IGKV1OR10-1	chr10
17225	ENSG00000165416.14	ENSG00000165416	SUGT1	chr13
17226	ENSG00000263368.1	ENSG00000263368	AC069366.1	chr17
17227	ENSG00000236769.1	ENSG00000236769	LINC02659	chr10
17228	ENSG00000241370.5	ENSG00000241370	RPP21	chr6
17229	ENSG00000184478.6	ENSG00000184478	OR56A3	chr11
17230	ENSG00000228218.1	ENSG00000228218	ATF4P3	chr17
17231	ENSG00000166503.8	ENSG00000166503	HDGFL3	chr15
17232	ENSG00000163121.9	ENSG00000163121	NEURL3	chr2
17233	ENSG00000235931.2	ENSG00000235931	LINC01553	chr10
17234	ENSG00000135148.11	ENSG00000135148	TRAFD1	chr12
17235	ENSG00000169704.4	ENSG00000169704	GP9	chr3
17236	ENSG00000075884.13	ENSG00000075884	ARHGAP15	chr2
17237	ENSG00000258794.3	ENSG00000258794	DUX4L27	chr12
17238	ENSG00000151365.2	ENSG00000151365	THRSP	chr11
17239	ENSG00000214967.5	ENSG00000214967	NPIPA7	chr16
17240	ENSG00000229093.1	ENSG00000229093	OR51AB1P	chr11
17241	ENSG00000166763.7	ENSG00000166763	STRCP1	chr15
17242	ENSG00000187166.1	ENSG00000187166	H1FNT	chr12
17243	ENSG00000184792.15	ENSG00000184792	OSBP2	chr22
17244	ENSG00000183628.12	ENSG00000183628	DGCR6	chr22
17245	ENSG00000228569.1	ENSG00000228569	NA	NA
17246	ENSG00000115042.9	ENSG00000115042	FAHD2A	chr2
17247	ENSG00000143184.4	ENSG00000143184	XCL1	chr1
17248	ENSG00000225205.5	ENSG00000225205	AC078883.1	chr2
17249	ENSG00000181798.2	ENSG00000181798	LINC00471	chr2
17250	ENSG00000095787.21	ENSG00000095787	WAC	chr10
17251	ENSG00000118004.17	ENSG00000118004	COLEC11	chr2
17252	ENSG00000237970.1	ENSG00000237970	TMEM161BP1	chr10
17253	ENSG00000142611.16	ENSG00000142611	PRDM16	chr1
17254	ENSG00000221996.6	ENSG00000221996	OR52B4	chr11
17255	ENSG00000257985.1	ENSG00000257985	AC004801.4	chr12
17256	ENSG00000119392.14	ENSG00000119392	GLE1	chr9
17257	ENSG00000231492.2	ENSG00000231492	AP003774.2	chr11
17258	ENSG00000254433.1	ENSG00000254433	AP001001.1	chr11
17259	ENSG00000206072.12	ENSG00000206072	SERPINB11	chr18
17260	ENSG00000204889.10	ENSG00000204889	KRT40	chr17
17261	ENSG00000136026.13	ENSG00000136026	CKAP4	chr12
17262	ENSG00000147601.13	ENSG00000147601	TERF1	chr8
17263	ENSG00000279590.1	ENSG00000279590	AC005786.4	chr19
17264	ENSG00000276527.1	ENSG00000276527	AL356515.1	chr13
17265	ENSG00000225366.4	ENSG00000225366	TDGF1P3	chrX
17266	ENSG00000224712.12	ENSG00000224712	NPIPA3	chr16
17267	ENSG00000139517.7	ENSG00000139517	LNX2	chr13
17268	ENSG00000171720.9	ENSG00000171720	HDAC3	chr5
17269	ENSG00000225765.1	ENSG00000225765	LINC01831	chr2
17270	ENSG00000240499.7	ENSG00000240499	AC004594.1	chr7
17271	ENSG00000266014.1	ENSG00000266014	AC103808.4	chr18
17272	ENSG00000136715.17	ENSG00000136715	SAP130	chr2
17273	ENSG00000188379.6	ENSG00000188379	IFNA2	chr9
17274	ENSG00000277494.1	ENSG00000277494	GPIHBP1	chr8
17275	ENSG00000253547.2	ENSG00000253547	AP001858.1	chr11
17276	ENSG00000244057.4	ENSG00000244057	LCE3C	chr1
17277	ENSG00000153064.11	ENSG00000153064	BANK1	chr4
17278	ENSG00000240376.1	ENSG00000240376	AC010343.1	chr5
17279	ENSG00000171595.13	ENSG00000171595	DNAI2	chr17
17280	ENSG00000256258.1	ENSG00000256258	AC117500.3	chr12
17281	ENSG00000183625.14	ENSG00000183625	CCR3	chr3
17282	ENSG00000243824.1	ENSG00000243824	RPL12P6	chr14
17283	ENSG00000282840.1	ENSG00000282840	AC004554.2	chrX
17284	ENSG00000213222.3	ENSG00000213222	AC093724.1	chr2
17285	ENSG00000237517.9	ENSG00000237517	DGCR5	chr22
17286	ENSG00000258872.2	ENSG00000258872	FDPSP3	chr14
17287	ENSG00000101882.9	ENSG00000101882	NKAP	chrX
17288	ENSG00000223940.1	ENSG00000223940	KRT8P8	chrX
17289	ENSG00000185420.18	ENSG00000185420	SMYD3	chr1
17290	ENSG00000120949.14	ENSG00000120949	TNFRSF8	chr1
17291	ENSG00000265881.1	ENSG00000265881	PDLIM1P2	chr17
17292	ENSG00000236493.2	ENSG00000236493	EIF2S2P3	chr10
17293	ENSG00000196169.14	ENSG00000196169	KIF19	chr17
17294	ENSG00000266588.1	ENSG00000266588	AC006441.4	chr17
17295	ENSG00000255004.1	ENSG00000255004	AL133330.2	chr11
17296	ENSG00000274759.1	ENSG00000274759	RNA5SP527	chr4
17297	ENSG00000161958.10	ENSG00000161958	FGF11	chr17
17298	ENSG00000274267.1	ENSG00000274267	HIST1H3B	chr6
17299	ENSG00000214324.5	ENSG00000214324	C3orf56	chr3
17300	ENSG00000005187.11	ENSG00000005187	ACSM3	chr16
17301	ENSG00000204209.11	ENSG00000204209	DAXX	chr6
17302	ENSG00000204514.9	ENSG00000204514	ZNF814	chr19
17303	ENSG00000165832.5	ENSG00000165832	TRUB1	chr10
17304	ENSG00000224194.1	ENSG00000224194	AC008278.1	chr2
17305	ENSG00000226570.2	ENSG00000226570	AL450304.1	chr1
17306	ENSG00000280277.1	ENSG00000280277	AL079342.3	chr6
17307	ENSG00000180644.7	ENSG00000180644	PRF1	chr10
17308	ENSG00000260286.3	ENSG00000260286	ARMH2	chr6
17309	ENSG00000118816.9	ENSG00000118816	CCNI	chr4
17310	ENSG00000122873.11	ENSG00000122873	CISD1	chr10
17311	ENSG00000079459.12	ENSG00000079459	FDFT1	chr8
17312	ENSG00000273893.1	ENSG00000273893	AL133520.1	chr20
17313	ENSG00000196656.7	ENSG00000196656	AC004057.1	chr4
17314	ENSG00000214814.7	ENSG00000214814	FER1L6	chr8
17315	ENSG00000255853.1	ENSG00000255853	AC006065.1	chr12
17316	ENSG00000174225.14	ENSG00000174225	ARL13A	chrX
17317	ENSG00000278926.1	ENSG00000278926	AC092134.2	chr16
17318	ENSG00000226406.1	ENSG00000226406	RBMX2P1	chr21
17319	ENSG00000173728.10	ENSG00000173728	C1orf100	chr1
17320	ENSG00000236253.7	ENSG00000236253	SLC25A3P1	chr1
17321	ENSG00000237887.1	ENSG00000237887	RPL23AP32	chr2
17322	ENSG00000228404.1	ENSG00000228404	AP001468.1	chr21
17323	ENSG00000257199.2	ENSG00000257199	AC025161.1	chr12
17324	ENSG00000198917.12	ENSG00000198917	SPOUT1	chr9
17325	ENSG00000167874.6	ENSG00000167874	TMEM88	chr17
17326	ENSG00000243389.1	ENSG00000243389	AC012442.2	chr2
17327	ENSG00000282012.1	ENSG00000282012	AP000357.2	chr22
17328	ENSG00000250472.1	ENSG00000250472	TRIM36-IT1	chr5
17329	ENSG00000267138.1	ENSG00000267138	AC005954.1	chr19
17330	ENSG00000178295.14	ENSG00000178295	GEN1	chr2
17331	ENSG00000261272.1	ENSG00000261272	MUC22	chr6
17332	ENSG00000264659.1	ENSG00000264659	AC064805.2	chr17
17333	ENSG00000244630.2	ENSG00000244630	AC022493.1	chr5
17334	ENSG00000175567.8	ENSG00000175567	UCP2	chr11
17335	ENSG00000261038.1	ENSG00000261038	AL133457.1	chr6
17336	ENSG00000204950.3	ENSG00000204950	LRRC10B	chr11
17337	ENSG00000183644.13	ENSG00000183644	C11orf88	chr11
17338	ENSG00000181544.13	ENSG00000181544	FANCB	chrX
17339	ENSG00000237166.1	ENSG00000237166	LINC01792	chr2
17340	ENSG00000174950.10	ENSG00000174950	CD164L2	chr1
17341	ENSG00000201451.1	ENSG00000201451	RF00019	chr9
17342	ENSG00000104626.14	ENSG00000104626	ERI1	chr8
17343	ENSG00000258815.1	ENSG00000258815	AC131532.1	chr12
17344	ENSG00000224795.1	ENSG00000224795	NTM-AS1	chr11
17345	ENSG00000224776.3	ENSG00000224776	RPSAP50	chr11
17346	ENSG00000224466.1	ENSG00000224466	CDCA4P2	chr1
17347	ENSG00000279434.1	ENSG00000279434	AL049776.1	chr14
17348	ENSG00000129152.3	ENSG00000129152	MYOD1	chr11
17349	ENSG00000211917.1	ENSG00000211917	IGHD3-16	chr14
17350	ENSG00000170145.4	ENSG00000170145	SIK2	chr11
17351	ENSG00000260401.1	ENSG00000260401	AP002761.4	chr11
17352	ENSG00000111796.3	ENSG00000111796	KLRB1	chr12
17353	ENSG00000231098.1	ENSG00000231098	AC008154.2	chr7
17354	ENSG00000156162.16	ENSG00000156162	DPY19L4	chr8
17355	ENSG00000112208.11	ENSG00000112208	BAG2	chr6
17356	ENSG00000170262.12	ENSG00000170262	MRAP	chr21
17357	ENSG00000260895.1	ENSG00000260895	AP003071.1	chr11
17358	ENSG00000275591.4	ENSG00000275591	XKR5	chr8
17359	ENSG00000163728.10	ENSG00000163728	TTC14	chr3
17360	ENSG00000171695.10	ENSG00000171695	LKAAEAR1	chr20
17361	ENSG00000254419.1	ENSG00000254419	AL139349.1	chr20
17362	ENSG00000229628.1	ENSG00000229628	AC073115.1	chr7
17363	ENSG00000258700.5	ENSG00000258700	LINC00871	chr14
17364	ENSG00000275550.1	ENSG00000275550	AL096712.1	chr6
17365	ENSG00000100226.15	ENSG00000100226	GTPBP1	chr22
17366	ENSG00000103832.10	ENSG00000103832	GOLGA8UP	chr15
17367	ENSG00000227398.3	ENSG00000227398	KIF9-AS1	chr3
17368	ENSG00000211771.1	ENSG00000211771	TRBJ2-7	chr7
17369	ENSG00000250591.3	ENSG00000250591	PRSS3P1	chr7
17370	ENSG00000254603.1	ENSG00000254603	OR5M6P	chr11
17371	ENSG00000260409.1	ENSG00000260409	AC012414.5	chr15
17372	ENSG00000273181.1	ENSG00000273181	AC131235.3	chr3
17373	ENSG00000106603.18	ENSG00000106603	COA1	chr7
17374	ENSG00000264862.2	ENSG00000264862	RN7SL45P	chr17
17375	ENSG00000254003.1	ENSG00000254003	AC003991.2	chr7
17376	ENSG00000231983.1	ENSG00000231983	LINC00415	chr13
17377	ENSG00000092140.14	ENSG00000092140	G2E3	chr14
17378	ENSG00000188816.3	ENSG00000188816	HMX2	chr10
17379	ENSG00000115665.8	ENSG00000115665	SLC5A7	chr2
17380	ENSG00000124380.10	ENSG00000124380	SNRNP27	chr2
17381	ENSG00000226989.1	ENSG00000226989	AL049758.1	chr22
17382	ENSG00000231748.1	ENSG00000231748	AL596223.2	chr10
17383	ENSG00000226533.1	ENSG00000226533	BTBD9-AS1	chr6
17384	ENSG00000214883.4	ENSG00000214883	AC024405.1	chr11
17385	ENSG00000235688.2	ENSG00000235688	SNTG2-AS1	chr2
17386	ENSG00000258451.1	ENSG00000258451	AL163636.1	chr14
17387	ENSG00000185013.16	ENSG00000185013	NT5C1B	chr2
17388	ENSG00000203971.1	ENSG00000203971	AL354984.1	chr20
17389	ENSG00000187944.2	ENSG00000187944	C2orf66	chr2
17390	ENSG00000243160.1	ENSG00000243160	AC093270.2	chr5
17391	ENSG00000231713.2	ENSG00000231713	AF064860.2	chr21
17392	ENSG00000184731.5	ENSG00000184731	FAM110C	chr2
17393	ENSG00000279878.1	ENSG00000279878	AP003108.5	chr11
17394	ENSG00000216471.3	ENSG00000216471	RPSAP43	chr6
17395	ENSG00000171984.14	ENSG00000171984	SHLD1	chr20
17396	ENSG00000230155.6	ENSG00000230155	FO393401.1	chr20
17397	ENSG00000204478.9	ENSG00000204478	PRAMEF20	chr1
17398	ENSG00000224906.3	ENSG00000224906	SRP14P1	chr12
17399	ENSG00000259121.2	ENSG00000259121	AL109628.1	chr14
17400	ENSG00000223899.1	ENSG00000223899	SEC13P1	chr3
17401	ENSG00000231636.1	ENSG00000231636	AGBL5-AS1	chr2
17402	ENSG00000230612.3	ENSG00000230612	AC004039.1	chr5
17403	ENSG00000280409.1	ENSG00000280409	LINC01101	chr2
17404	ENSG00000196782.12	ENSG00000196782	MAML3	chr4
17405	ENSG00000278967.1	ENSG00000278967	AL138847.2	chr1
17406	ENSG00000248773.1	ENSG00000248773	AC108727.1	chr3
17407	ENSG00000273017.1	ENSG00000273017	AP000240.1	chr21
17408	ENSG00000089723.9	ENSG00000089723	OTUB2	chr14
17409	ENSG00000167996.15	ENSG00000167996	FTH1	chr11
17410	ENSG00000225358.1	ENSG00000225358	MIPEPP1	chr7
17411	ENSG00000245526.10	ENSG00000245526	LINC00461	chr5
17412	ENSG00000278552.1	ENSG00000278552	AC116165.3	chr15
17413	ENSG00000224570.1	ENSG00000224570	AC097063.1	chr1
17414	ENSG00000215796.3	ENSG00000215796	AL512637.1	chr1
17415	ENSG00000280228.1	ENSG00000280228	AC079753.1	chr2
17416	ENSG00000237011.1	ENSG00000237011	AL357793.2	chr1
17417	ENSG00000236948.2	ENSG00000236948	AL365255.1	chr1
17418	ENSG00000154478.3	ENSG00000154478	GPR26	chr10
17419	ENSG00000228961.1	ENSG00000228961	LINC01690	chr21
17420	ENSG00000266389.1	ENSG00000266389	AC002091.2	chr17
17421	ENSG00000249926.2	ENSG00000249926	AC117500.1	chr12
17422	ENSG00000129128.12	ENSG00000129128	SPCS3	chr4
17423	ENSG00000267683.1	ENSG00000267683	AC008991.1	chr19
17424	ENSG00000133247.13	ENSG00000133247	KMT5C	chr19
17425	ENSG00000163788.13	ENSG00000163788	SNRK	chr3
17426	ENSG00000218809.1	ENSG00000218809	AL391903.1	chr6
17427	ENSG00000231184.3	ENSG00000231184	CCNQP3	chr13
17428	ENSG00000183281.14	ENSG00000183281	PLGLB1	chr2
17429	ENSG00000029559.6	ENSG00000029559	IBSP	chr4
17430	ENSG00000236459.1	ENSG00000236459	HNRNPA1P22	chr3
17431	ENSG00000170703.15	ENSG00000170703	TTLL6	chr17
17432	ENSG00000214881.4	ENSG00000214881	TMEM14DP	chr10
17433	ENSG00000260859.1	ENSG00000260859	AC025280.1	chr16
17434	ENSG00000250829.2	ENSG00000250829	AC108865.1	chr4
17435	ENSG00000143546.9	ENSG00000143546	S100A8	chr1
17436	ENSG00000166091.19	ENSG00000166091	CMTM5	chr14
17437	ENSG00000240809.1	ENSG00000240809	AC026877.1	chr3
17438	ENSG00000258018.1	ENSG00000258018	LINC02457	chr12
17439	ENSG00000237115.2	ENSG00000237115	AL139805.1	chr6
17440	ENSG00000244176.1	ENSG00000244176	AP003733.1	chr11
17441	ENSG00000242498.7	ENSG00000242498	ARPIN	chr15
17442	ENSG00000152439.12	ENSG00000152439	ZNF773	chr19
17443	ENSG00000170185.9	ENSG00000170185	USP38	chr4
17444	ENSG00000251603.1	ENSG00000251603	NA	NA
17445	ENSG00000277639.2	ENSG00000277639	AC007906.2	chr16
17446	ENSG00000249476.1	ENSG00000249476	AC008467.1	chr5
17447	ENSG00000282890.1	ENSG00000282890	AC009975.1	chr2
17448	ENSG00000267283.1	ENSG00000267283	AC005306.1	chr19
17449	ENSG00000253351.1	ENSG00000253351	LINC01298	chr8
17450	ENSG00000261429.2	ENSG00000261429	DPPA2P4	chr16
17451	ENSG00000257711.1	ENSG00000257711	AC079385.2	chr12
17452	ENSG00000233123.1	ENSG00000233123	LINC01007	chr7
17453	ENSG00000224004.2	ENSG00000224004	ATP5F1CP1	chr14
17454	ENSG00000189292.15	ENSG00000189292	ALKAL2	chr2
17455	ENSG00000138078.15	ENSG00000138078	PREPL	chr2
17456	ENSG00000230623.4	ENSG00000230623	AC104461.1	chr1
17457	ENSG00000175643.8	ENSG00000175643	RMI2	chr16
17458	ENSG00000269564.1	ENSG00000269564	AC008753.2	chr19
17459	ENSG00000184261.4	ENSG00000184261	KCNK12	chr2
17460	ENSG00000131848.9	ENSG00000131848	ZSCAN5A	chr19
17461	ENSG00000107130.9	ENSG00000107130	NCS1	chr9
17462	ENSG00000135437.9	ENSG00000135437	RDH5	chr12
17463	ENSG00000156345.17	ENSG00000156345	CDK20	chr9
17464	ENSG00000248409.1	ENSG00000248409	AP000344.2	chr22
17465	ENSG00000236656.1	ENSG00000236656	AL365440.2	chr1
17466	ENSG00000255462.1	ENSG00000255462	AC104031.1	chr11
17467	ENSG00000276867.1	ENSG00000276867	AC074050.4	chr16
17468	ENSG00000135414.9	ENSG00000135414	GDF11	chr12
17469	ENSG00000220305.1	ENSG00000220305	HNRNPH1P1	chr6
17470	ENSG00000260038.1	ENSG00000260038	AC009090.1	chr16
17471	ENSG00000153291.15	ENSG00000153291	SLC25A27	chr6
17472	ENSG00000140675.12	ENSG00000140675	SLC5A2	chr16
17473	ENSG00000261460.1	ENSG00000261460	AC009690.2	chr15
17474	ENSG00000211581.1	ENSG00000211581	MIR765	chr1
17475	ENSG00000283010.1	ENSG00000283010	AL589826.2	chr6
17476	ENSG00000253965.1	ENSG00000253965	AC008438.2	chr5
17477	ENSG00000283345.1	ENSG00000283345	AC127502.3	chr15
17478	ENSG00000084674.14	ENSG00000084674	APOB	chr2
17479	ENSG00000268747.1	ENSG00000268747	AC022432.1	chr19
17480	ENSG00000207051.1	ENSG00000207051	SNORA27	chr13
17481	ENSG00000236420.1	ENSG00000236420	CHCHD3P1	chr10
17482	ENSG00000100519.11	ENSG00000100519	PSMC6	chr14
17483	ENSG00000261730.1	ENSG00000261730	AL034346.1	chr6
17484	ENSG00000238120.1	ENSG00000238120	LINC01589	chr22
17485	ENSG00000251429.1	ENSG00000251429	AC098679.2	chr4
17486	ENSG00000276073.1	ENSG00000276073	NA	NA
17487	ENSG00000124935.3	ENSG00000124935	SCGB1D2	chr11
17488	ENSG00000242352.2	ENSG00000242352	FAM91A3P	chr1
17489	ENSG00000183389.4	ENSG00000183389	OR56A4	chr11
17490	ENSG00000254592.1	ENSG00000254592	AC123788.1	chr11
17491	ENSG00000108797.11	ENSG00000108797	CNTNAP1	chr17
17492	ENSG00000176904.1	ENSG00000176904	OR51H1	chr11
17493	ENSG00000230638.4	ENSG00000230638	AL445933.1	chr1
17494	ENSG00000243766.7	ENSG00000243766	HOTTIP	chr7
17495	ENSG00000205086.6	ENSG00000205086	C2orf91	chr2
17496	ENSG00000138468.15	ENSG00000138468	SENP7	chr3
17497	ENSG00000225285.1	ENSG00000225285	LINC01770	chr1
17498	ENSG00000225822.4	ENSG00000225822	UBXN7-AS1	chr3
17499	ENSG00000089597.16	ENSG00000089597	GANAB	chr11
17500	ENSG00000249352.4	ENSG00000249352	LINC02198	chr5
17501	ENSG00000275312.1	ENSG00000275312	AL512324.1	chr10
17502	ENSG00000184321.1	ENSG00000184321	OR51J1	chr11
17503	ENSG00000231007.5	ENSG00000231007	CDC20P1	chr9
17504	ENSG00000234248.1	ENSG00000234248	AL392086.1	chr10
17505	ENSG00000239797.1	ENSG00000239797	RPL21P39	chr3
17506	ENSG00000244289.1	ENSG00000244289	RPS3AP35	chr8
17507	ENSG00000265261.1	ENSG00000265261	AC027575.1	chr18
17508	ENSG00000270426.1	ENSG00000270426	AC099343.2	chr4
17509	ENSG00000163898.9	ENSG00000163898	LIPH	chr3
17510	ENSG00000253142.1	ENSG00000253142	AC037441.2	chr8
17511	ENSG00000215833.3	ENSG00000215833	QRSL1P1	chr1
17512	ENSG00000184809.12	ENSG00000184809	B3GALT5-AS1	chr21
17513	ENSG00000105185.11	ENSG00000105185	PDCD5	chr19
17514	ENSG00000188403.7	ENSG00000188403	IGHV1OR15-9	chr15
17515	ENSG00000189159.15	ENSG00000189159	JPT1	chr17
17516	ENSG00000160221.16	ENSG00000160221	GATD3A	chr21
17517	ENSG00000279663.2	ENSG00000279663	AC104623.2	chr2
17518	ENSG00000279603.1	ENSG00000279603	AP000720.2	chr11
17519	ENSG00000101290.13	ENSG00000101290	CDS2	chr20
17520	ENSG00000259843.2	ENSG00000259843	AC007610.1	chr16
17521	ENSG00000228634.1	ENSG00000228634	AL136115.1	chr1
17522	ENSG00000228470.1	ENSG00000228470	AL929236.1	chr1
17523	ENSG00000185839.3	ENSG00000185839	AL035411.1	chr1
17524	ENSG00000241890.1	ENSG00000241890	RPL13P4	chr15
17525	ENSG00000248979.2	ENSG00000248979	LAMTOR3P2	chr5
17526	ENSG00000186446.11	ENSG00000186446	ZNF501	chr3
17527	ENSG00000171989.5	ENSG00000171989	LDHAL6B	chr15
17528	ENSG00000271394.1	ENSG00000271394	RF00100	chr17
17529	ENSG00000207406.1	ENSG00000207406	SNORA41	chr2
17530	ENSG00000236871.7	ENSG00000236871	LINC00106	chrX
17531	ENSG00000211776.2	ENSG00000211776	TRAV2	chr14
17532	ENSG00000184014.7	ENSG00000184014	DENND5A	chr11
17533	ENSG00000182621.17	ENSG00000182621	PLCB1	chr20
17534	ENSG00000196132.11	ENSG00000196132	MYT1	chr20
17535	ENSG00000221986.6	ENSG00000221986	MYBPHL	chr1
17536	ENSG00000230312.2	ENSG00000230312	AC234782.1	chrX
17537	ENSG00000239881.1	ENSG00000239881	RPS27P25	chr12
