ENSG_ver	ENSG_no_ver	GeneSymbol	chr
7294	ENSG00000196666.4	ENSG00000196666	FAM180B	chr11
8678	ENSG00000196668.3	ENSG00000196668	LINC00173	chr12
2086	ENSG00000196670.13	ENSG00000196670	ZFP62	chr5
13487	ENSG00000196678.13	ENSG00000196678	ERI2	chr16
2975	ENSG00000196683.10	ENSG00000196683	TOMM7	chr7
5951	ENSG00000196684.12	ENSG00000196684	HSH2D	chr19
8065	ENSG00000196689.11	ENSG00000196689	TRPV1	chr17
2922	ENSG00000196693.14	ENSG00000196693	ZNF33B	chr10
8857	ENSG00000196700.8	ENSG00000196700	ZNF512B	chr20
7962	ENSG00000196704.11	ENSG00000196704	AMZ2	chr17
7590	ENSG00000196705.8	ENSG00000196705	ZNF431	chr19
376457	ENSG00000196711.8	ENSG00000196711	ALKAL1	chr8
9143	ENSG00000196712.17	ENSG00000196712	NF1	chr17
1203	ENSG00000196715.5	ENSG00000196715	VKORC1L1	chr7
7019	ENSG00000196724.12	ENSG00000196724	ZNF418	chr19
15884	ENSG00000196730.12	ENSG00000196730	DAPK1	chr9
525493	ENSG00000196734.8	ENSG00000196734	LCE1B	chr1
15238	ENSG00000196735.11	ENSG00000196735	HLA-DQA1	chr6
4948	ENSG00000196739.14	ENSG00000196739	COL27A1	chr9
6688	ENSG00000196741.5	ENSG00000196741	LINC01560	chrX
2712	ENSG00000196743.8	ENSG00000196743	GM2A	chr5
489326	ENSG00000196748.9	ENSG00000196748	CLPSL2	chr6
49062	ENSG00000196754.10	ENSG00000196754	S100A2	chr1
12816	ENSG00000196756.11	ENSG00000196756	SNHG17	chr20
8672	ENSG00000196757.7	ENSG00000196757	ZNF700	chr19
98503	ENSG00000196767.6	ENSG00000196767	POU3F4	chrX
7267	ENSG00000196776.14	ENSG00000196776	CD47	chr3
387	ENSG00000196781.14	ENSG00000196781	TLE1	chr9
10496	ENSG00000196782.12	ENSG00000196782	MAML3	chr4
52734	ENSG00000196787.3	ENSG00000196787	HIST1H2AG	chr6
14999	ENSG00000196792.11	ENSG00000196792	STRN3	chr14
6614	ENSG00000196793.13	ENSG00000196793	ZNF239	chr10
366744	ENSG00000196805.7	ENSG00000196805	SPRR2B	chr1
7591	ENSG00000196810.4	ENSG00000196810	CTBP1-DT	chr4
453626	ENSG00000196811.11	ENSG00000196811	CHRNG	chr2
10069	ENSG00000196812.4	ENSG00000196812	ZSCAN16	chr6
6151	ENSG00000196814.14	ENSG00000196814	MVB12B	chr9
993	ENSG00000196821.9	ENSG00000196821	C6orf106	chr6
71	ENSG00000196839.12	ENSG00000196839	ADA	chr20
2102	ENSG00000196843.15	ENSG00000196843	ARID5A	chr2
7547	ENSG00000196850.5	ENSG00000196850	PPTC7	chr12
3823	ENSG00000196865.4	ENSG00000196865	NHLRC2	chr10
295154	ENSG00000196866.2	ENSG00000196866	HIST1H2AD	chr6
10714	ENSG00000196867.7	ENSG00000196867	ZFP28	chr19
6559	ENSG00000196872.11	ENSG00000196872	KIAA1211L	chr2
4608	ENSG00000196873.15	ENSG00000196873	CBWD3	chr9
920	ENSG00000196876.15	ENSG00000196876	SCN8A	chr12
10588	ENSG00000196878.14	ENSG00000196878	LAMB3	chr1
21638	ENSG00000196890.4	ENSG00000196890	HIST3H2BB	chr1
14604	ENSG00000196911.10	ENSG00000196911	KPNA5	chr6
6594	ENSG00000196912.12	ENSG00000196912	ANKRD36B	chr2
10168	ENSG00000196914.8	ENSG00000196914	ARHGEF12	chr11
3330	ENSG00000196917.5	ENSG00000196917	HCAR1	chr12
11605	ENSG00000196922.10	ENSG00000196922	ZNF252P	chr8
867	ENSG00000196923.13	ENSG00000196923	PDLIM7	chr5
255	ENSG00000196924.14	ENSG00000196924	FLNA	chrX
19514	ENSG00000196932.11	ENSG00000196932	TMEM26	chr10
4376	ENSG00000196935.8	ENSG00000196935	SRGAP1	chr12
8714	ENSG00000196937.10	ENSG00000196937	FAM3C	chr7
7980	ENSG00000196943.12	ENSG00000196943	NOP9	chr14
14858	ENSG00000196950.13	ENSG00000196950	SLC39A10	chr2
5272	ENSG00000196951.10	ENSG00000196951	SCOC-AS1	chr4
7848	ENSG00000196954.13	ENSG00000196954	CASP4	chr11
15519	ENSG00000196961.12	ENSG00000196961	AP2A1	chr19
6696	ENSG00000196967.10	ENSG00000196967	ZNF585A	chr19
14786	ENSG00000196968.10	ENSG00000196968	FUT11	chr10
5458	ENSG00000196972.8	ENSG00000196972	SMIM10L2B	chrX
2585	ENSG00000196975.15	ENSG00000196975	ANXA4	chr2
8832	ENSG00000196976.7	ENSG00000196976	LAGE3	chrX
13295	ENSG00000196981.3	ENSG00000196981	WDR5B	chr3
32576	ENSG00000196990.8	ENSG00000196990	FAM163B	chr9
7496	ENSG00000196998.17	ENSG00000196998	WDR45	chrX
14995	ENSG00000197006.13	ENSG00000197006	METTL9	chr16
7317	ENSG00000197008.9	ENSG00000197008	ZNF138	chr7
10494	ENSG00000197013.9	ENSG00000197013	ZNF429	chr19
12940	ENSG00000197016.11	ENSG00000197016	ZNF470	chr19
7738	ENSG00000197019.4	ENSG00000197019	SERTAD1	chr19
8963	ENSG00000197020.10	ENSG00000197020	ZNF100	chr19
10463	ENSG00000197021.8	ENSG00000197021	CXorf40B	chrX
11316	ENSG00000197024.8	ENSG00000197024	ZNF398	chr7
6945	ENSG00000197037.10	ENSG00000197037	ZSCAN25	chr7
630	ENSG00000197043.13	ENSG00000197043	ANXA6	chr5
8581	ENSG00000197044.10	ENSG00000197044	ZNF441	chr19
2293	ENSG00000197045.12	ENSG00000197045	GMFB	chr14
4369	ENSG00000197050.10	ENSG00000197050	ZNF420	chr19
11390	ENSG00000197054.11	ENSG00000197054	ZNF763	chr19
14183	ENSG00000197056.9	ENSG00000197056	ZMYM1	chr1
22949	ENSG00000197057.9	ENSG00000197057	DTHD1	chr4
5021	ENSG00000197062.11	ENSG00000197062	ZSCAN26	chr6
7728	ENSG00000197063.10	ENSG00000197063	MAFG	chr17
10687	ENSG00000197070.13	ENSG00000197070	ARRDC1	chr9
2139	ENSG00000197077.13	ENSG00000197077	KIAA1671	chr22
524207	ENSG00000197079.8	ENSG00000197079	KRT35	chr17
4209	ENSG00000197081.12	ENSG00000197081	IGF2R	chr6
8431	ENSG00000197083.11	ENSG00000197083	ZNF300P1	chr5
524211	ENSG00000197084.5	ENSG00000197084	LCE1C	chr1
632	ENSG00000197093.10	ENSG00000197093	GAL3ST4	chr7
1931	ENSG00000197099.8	ENSG00000197099	AC068631.1	chr3
13565	ENSG00000197102.10	ENSG00000197102	DYNC1H1	chr14
22261	ENSG00000197106.6	ENSG00000197106	SLC6A17	chr1
10092	ENSG00000197111.15	ENSG00000197111	PCBP2	chr12
15514	ENSG00000197114.11	ENSG00000197114	ZGPAT	chr20
12942	ENSG00000197119.12	ENSG00000197119	SLC25A29	chr14
9446	ENSG00000197121.14	ENSG00000197121	PGAP1	chr2
4909	ENSG00000197122.11	ENSG00000197122	SRC	chr20
12423	ENSG00000197124.11	ENSG00000197124	ZNF682	chr19
11509	ENSG00000197128.11	ENSG00000197128	ZNF772	chr19
10517	ENSG00000197134.11	ENSG00000197134	ZNF257	chr19
10972	ENSG00000197136.4	ENSG00000197136	PCNX3	chr11
2053	ENSG00000197140.14	ENSG00000197140	ADAM32	chr8
1479	ENSG00000197142.10	ENSG00000197142	ACSL5	chr10
7416	ENSG00000197147.13	ENSG00000197147	LRRC8B	chr1
4498	ENSG00000197149.5	ENSG00000197149	AC107956.1	chr11
5625	ENSG00000197150.12	ENSG00000197150	ABCB8	chr7
2844	ENSG00000197157.10	ENSG00000197157	SND1	chr7
4383	ENSG00000197162.9	ENSG00000197162	ZNF785	chr16
9035	ENSG00000197165.10	ENSG00000197165	SULT1A2	chr16
9566	ENSG00000197168.11	ENSG00000197168	NEK5	chr13
4796	ENSG00000197170.9	ENSG00000197170	PSMD12	chr17
33193	ENSG00000197177.15	ENSG00000197177	ADGRA1	chr10
7984	ENSG00000197180.2	ENSG00000197180	AC244090.1	chrX
661	ENSG00000197181.11	ENSG00000197181	PIWIL2	chr8
4848	ENSG00000197182.14	ENSG00000197182	MIRLET7BHG	chr22
12019	ENSG00000197183.14	ENSG00000197183	NOL4L	chr20
36310	ENSG00000197191.4	ENSG00000197191	CYSRT1	chr9
1811	ENSG00000197208.5	ENSG00000197208	SLC22A4	chr5
14572	ENSG00000197217.12	ENSG00000197217	ENTPD4	chr8
14031	ENSG00000197223.11	ENSG00000197223	C1D	chr2
12468	ENSG00000197226.12	ENSG00000197226	TBC1D9B	chr5
3010	ENSG00000197245.5	ENSG00000197245	FAM110D	chr1
5532	ENSG00000197249.13	ENSG00000197249	SERPINA1	chr14
13312	ENSG00000197253.13	ENSG00000197253	TPSB2	chr16
705	ENSG00000197256.10	ENSG00000197256	KANK2	chr19
7212	ENSG00000197258.5	ENSG00000197258	EIF4BP6	chr7
13425	ENSG00000197261.11	ENSG00000197261	C6orf141	chr6
921	ENSG00000197265.8	ENSG00000197265	GTF2E2	chr8
428282	ENSG00000197272.2	ENSG00000197272	IL27	chr16
310943	ENSG00000197273.3	ENSG00000197273	GUCA2A	chr1
285664	ENSG00000197275.13	ENSG00000197275	RAD54B	chr8
40586	ENSG00000197279.3	ENSG00000197279	ZNF165	chr6
3758	ENSG00000197283.14	ENSG00000197283	SYNGAP1	chr6
4872	ENSG00000197291.8	ENSG00000197291	RAMP2-AS1	chr17
3188	ENSG00000197296.5	ENSG00000197296	FITM2	chr20
8022	ENSG00000197299.10	ENSG00000197299	BLM	chr15
3061	ENSG00000197301.7	ENSG00000197301	HMGA2-AS1	chr12
14507	ENSG00000197302.10	ENSG00000197302	ZNF720	chr16
264582	ENSG00000197308.9	ENSG00000197308	GATA3-AS1	chr10
1491	ENSG00000197312.11	ENSG00000197312	DDI2	chr1
14797	ENSG00000197321.14	ENSG00000197321	SVIL	chr10
117197	ENSG00000197322.3	ENSG00000197322	C17orf102	chr17
16071	ENSG00000197323.11	ENSG00000197323	TRIM33	chr1
12179	ENSG00000197324.8	ENSG00000197324	LRP10	chr14
15455	ENSG00000197329.11	ENSG00000197329	PELI1	chr2
5671	ENSG00000197343.10	ENSG00000197343	ZNF655	chr7
15049	ENSG00000197345.12	ENSG00000197345	MRPL21	chr11
365412	ENSG00000197353.3	ENSG00000197353	LYPD2	chr8
2814	ENSG00000197355.10	ENSG00000197355	UAP1L1	chr9
105931	ENSG00000197360.9	ENSG00000197360	ZNF98	chr19
998	ENSG00000197361.7	ENSG00000197361	FBXL22	chr15
11385	ENSG00000197362.14	ENSG00000197362	ZNF786	chr7
7285	ENSG00000197363.9	ENSG00000197363	ZNF517	chr8
12775	ENSG00000197372.9	ENSG00000197372	ZNF675	chr19
3195	ENSG00000197375.12	ENSG00000197375	SLC22A5	chr5
1825	ENSG00000197380.10	ENSG00000197380	DACT3	chr19
884	ENSG00000197381.15	ENSG00000197381	ADARB1	chr21
3065	ENSG00000197385.5	ENSG00000197385	ZNF860	chr3
2820	ENSG00000197386.10	ENSG00000197386	HTT	chr4
4042	ENSG00000197405.7	ENSG00000197405	C5AR1	chr19
2678	ENSG00000197406.7	ENSG00000197406	DIO3	chr14
330921	ENSG00000197408.8	ENSG00000197408	CYP2B6	chr19
295854	ENSG00000197409.7	ENSG00000197409	HIST1H3D	chr6
97487	ENSG00000197410.12	ENSG00000197410	DCHS2	chr4
10569	ENSG00000197415.11	ENSG00000197415	VEPH1	chr3
364555	ENSG00000197416.4	ENSG00000197416	FABP12	chr8
6433	ENSG00000197417.7	ENSG00000197417	SHPK	chr17
610348	ENSG00000197421.9	ENSG00000197421	GGT3P	chr22
13069	ENSG00000197429.10	ENSG00000197429	IPP	chr1
98408	ENSG00000197430.10	ENSG00000197430	OPALIN	chr10
7500	ENSG00000197442.9	ENSG00000197442	MAP3K5	chr6
35236	ENSG00000197444.9	ENSG00000197444	OGDHL	chr10
359700	ENSG00000197446.8	ENSG00000197446	CYP2F1	chr19
1678	ENSG00000197448.13	ENSG00000197448	GSTK1	chr7
14625	ENSG00000197451.11	ENSG00000197451	HNRNPAB	chr5
3818	ENSG00000197457.9	ENSG00000197457	STMN3	chr20
914	ENSG00000197461.13	ENSG00000197461	PDGFA	chr7
1467	ENSG00000197465.13	ENSG00000197465	GYPE	chr4
9085	ENSG00000197467.13	ENSG00000197467	COL13A1	chr10
1278	ENSG00000197471.11	ENSG00000197471	SPN	chr16
282167	ENSG00000197472.14	ENSG00000197472	ZNF695	chr1
574312	ENSG00000197476.3	ENSG00000197476	AC034105.1	chr16
12394	ENSG00000197479.6	ENSG00000197479	PCDHB11	chr5
6633	ENSG00000197483.9	ENSG00000197483	ZNF628	chr19
6068	ENSG00000197496.5	ENSG00000197496	SLC2A10	chr20
3645	ENSG00000197497.10	ENSG00000197497	ZNF665	chr19
13542	ENSG00000197498.12	ENSG00000197498	RPF2	chr6
1601	ENSG00000197506.7	ENSG00000197506	SLC28A3	chr9
331602	ENSG00000197520.10	ENSG00000197520	FAM177B	chr1
15439	ENSG00000197530.12	ENSG00000197530	MIB2	chr1
1802	ENSG00000197535.14	ENSG00000197535	MYO5A	chr15
12647	ENSG00000197536.11	ENSG00000197536	C5orf56	chr5
10433	ENSG00000197540.7	ENSG00000197540	GZMM	chr19
13378	ENSG00000197548.12	ENSG00000197548	ATG7	chr3
300858	ENSG00000197549.9	ENSG00000197549	PRAMENP	chr22
2871	ENSG00000197555.9	ENSG00000197555	SIPA1L1	chr14
12676	ENSG00000197557.6	ENSG00000197557	TTC30A	chr2
1001	ENSG00000197558.11	ENSG00000197558	SSPO	chr7
5560	ENSG00000197561.6	ENSG00000197561	ELANE	chr19
11970	ENSG00000197562.9	ENSG00000197562	RAB40C	chr16
11240	ENSG00000197563.10	ENSG00000197563	PIGN	chr18
79	ENSG00000197565.15	ENSG00000197565	COL4A6	chrX
5075	ENSG00000197566.9	ENSG00000197566	ZNF624	chr17
9703	ENSG00000197568.13	ENSG00000197568	HHLA3	chr1
9417	ENSG00000197576.13	ENSG00000197576	HOXA4	chr7
9664	ENSG00000197579.7	ENSG00000197579	TOPORS	chr9
11923	ENSG00000197580.11	ENSG00000197580	BCO2	chr11
6917	ENSG00000197582.5	ENSG00000197582	GPX1P1	chrX
105113	ENSG00000197584.11	ENSG00000197584	KCNMB2	chr3
2190	ENSG00000197586.12	ENSG00000197586	ENTPD6	chr20
500950	ENSG00000197587.10	ENSG00000197587	DMBX1	chr1
4126	ENSG00000197594.11	ENSG00000197594	ENPP1	chr6
9282	ENSG00000197599.12	ENSG00000197599	CCDC154	chr16
13238	ENSG00000197601.12	ENSG00000197601	FAR1	chr11
4455	ENSG00000197603.13	ENSG00000197603	CPLANE1	chr5
14863	ENSG00000197608.11	ENSG00000197608	ZNF841	chr19
10567	ENSG00000197614.10	ENSG00000197614	MFAP5	chr12
10729	ENSG00000197616.11	ENSG00000197616	MYH6	chr14
7053	ENSG00000197619.13	ENSG00000197619	ZNF615	chr19
11642	ENSG00000197620.10	ENSG00000197620	CXorf40A	chrX
14831	ENSG00000197622.12	ENSG00000197622	CDC42SE1	chr1
4755	ENSG00000197629.5	ENSG00000197629	MPEG1	chr11
27778	ENSG00000197632.8	ENSG00000197632	SERPINB2	chr18
14936	ENSG00000197635.9	ENSG00000197635	DPP4	chr2
368829	ENSG00000197641.11	ENSG00000197641	SERPINB13	chr18
12853	ENSG00000197646.7	ENSG00000197646	PDCD1LG2	chr9
6264	ENSG00000197647.11	ENSG00000197647	ZNF433	chr19
21298	ENSG00000197653.15	ENSG00000197653	DNAH10	chr12
3154	ENSG00000197670.6	ENSG00000197670	AL157838.1	chr20
7565	ENSG00000197694.15	ENSG00000197694	SPTAN1	chr9
104	ENSG00000197696.9	ENSG00000197696	NMB	chr15
5376	ENSG00000197702.11	ENSG00000197702	PARVA	chr11
10374	ENSG00000197705.9	ENSG00000197705	KLHL14	chr18
15842	ENSG00000197712.11	ENSG00000197712	FAM114A1	chr4
13375	ENSG00000197713.14	ENSG00000197713	RPE	chr2
11655	ENSG00000197714.8	ENSG00000197714	ZNF460	chr19
300135	ENSG00000197721.16	ENSG00000197721	CR1L	chr1
1505	ENSG00000197724.10	ENSG00000197724	PHF2	chr9
6454	ENSG00000197728.9	ENSG00000197728	RPS26	chr12
23193	ENSG00000197744.5	ENSG00000197744	PTMAP2	chr5
5942	ENSG00000197746.13	ENSG00000197746	PSAP	chr10
5146	ENSG00000197747.8	ENSG00000197747	S100A10	chr1
19478	ENSG00000197748.12	ENSG00000197748	CFAP43	chr10
98274	ENSG00000197753.8	ENSG00000197753	LHFPL5	chr6
4778	ENSG00000197756.9	ENSG00000197756	RPL37A	chr2
1556	ENSG00000197757.7	ENSG00000197757	HOXC6	chr12
6157	ENSG00000197763.14	ENSG00000197763	TXNRD3	chr3
6303	ENSG00000197766.7	ENSG00000197766	CFD	chr19
427003	ENSG00000197768.10	ENSG00000197768	STPG3	chr9
2079	ENSG00000197769.5	ENSG00000197769	MAP1LC3C	chr1
15605	ENSG00000197771.12	ENSG00000197771	MCMBP	chr10
7466	ENSG00000197774.12	ENSG00000197774	EME2	chr16
12047	ENSG00000197776.7	ENSG00000197776	KLHDC1	chr14
12349	ENSG00000197779.13	ENSG00000197779	ZNF81	chrX
10447	ENSG00000197780.9	ENSG00000197780	TAF13	chr1
13418	ENSG00000197782.14	ENSG00000197782	ZNF780A	chr19
7075	ENSG00000197785.13	ENSG00000197785	ATAD3A	chr1
575099	ENSG00000197794.2	ENSG00000197794	IGKV7-3	chr2
9755	ENSG00000197798.8	ENSG00000197798	FAM118B	chr11
13196	ENSG00000197808.11	ENSG00000197808	ZNF461	chr19
9726	ENSG00000197813.5	ENSG00000197813	AC011450.1	chr19
10878	ENSG00000197815.4	ENSG00000197815	AC122129.1	chr17
524	ENSG00000197816.13	ENSG00000197816	CCDC180	chr9
14331	ENSG00000197818.11	ENSG00000197818	SLC9A8	chr20
21667	ENSG00000197822.10	ENSG00000197822	OCLN	chr5
101045	ENSG00000197826.11	ENSG00000197826	CFAP299	chr4
7622	ENSG00000197837.3	ENSG00000197837	HIST4H4	chr12
425389	ENSG00000197838.4	ENSG00000197838	CYP2A13	chr19
11922	ENSG00000197841.14	ENSG00000197841	ZNF181	chr19
123512	ENSG00000197847.12	ENSG00000197847	SLC22A20P	chr11
3222	ENSG00000197852.9	ENSG00000197852	INKA2	chr1
5828	ENSG00000197857.13	ENSG00000197857	ZNF44	chr19
14446	ENSG00000197858.10	ENSG00000197858	GPAA1	chr8
693	ENSG00000197859.9	ENSG00000197859	ADAMTSL2	chr9
6600	ENSG00000197860.9	ENSG00000197860	SGTB	chr5
4774	ENSG00000197863.8	ENSG00000197863	ZNF790	chr19
12899	ENSG00000197872.11	ENSG00000197872	FAM49A	chr2
3634	ENSG00000197879.14	ENSG00000197879	MYO1C	chr17
555240	ENSG00000197880.8	ENSG00000197880	MDS2	chr1
2010	ENSG00000197885.10	ENSG00000197885	NKIRAS1	chr3
300304	ENSG00000197888.2	ENSG00000197888	UGT2B17	chr4
5347	ENSG00000197892.12	ENSG00000197892	KIF13B	chr8
8906	ENSG00000197893.13	ENSG00000197893	NRAP	chr10
8651	ENSG00000197894.10	ENSG00000197894	ADH5	chr4
106814	ENSG00000197901.11	ENSG00000197901	SLC22A6	chr11
10758	ENSG00000197903.7	ENSG00000197903	HIST1H2BK	chr6
13423	ENSG00000197905.8	ENSG00000197905	TEAD4	chr12
8698	ENSG00000197912.14	ENSG00000197912	SPG7	chr16
276370	ENSG00000197915.5	ENSG00000197915	HRNR	chr1
88026	ENSG00000197921.5	ENSG00000197921	HES5	chr1
3164	ENSG00000197927.12	ENSG00000197927	C2orf27A	chr2
7583	ENSG00000197928.10	ENSG00000197928	ZNF677	chr19
16082	ENSG00000197930.12	ENSG00000197930	ERO1A	chr14
13140	ENSG00000197933.12	ENSG00000197933	ZNF823	chr19
11134	ENSG00000197935.6	ENSG00000197935	ZNF311	chr6
14531	ENSG00000197937.12	ENSG00000197937	ZNF347	chr19
15471	ENSG00000197943.9	ENSG00000197943	PLCG2	chr16
7888	ENSG00000197948.10	ENSG00000197948	FCHSD1	chr5
6256	ENSG00000197951.8	ENSG00000197951	ZNF71	chr19
17854	ENSG00000197953.5	ENSG00000197953	AADACL2	chr3
3877	ENSG00000197956.9	ENSG00000197956	S100A6	chr1
3270	ENSG00000197958.12	ENSG00000197958	RPL12	chr9
4165	ENSG00000197959.13	ENSG00000197959	DNM3	chr1
9530	ENSG00000197961.11	ENSG00000197961	ZNF121	chr19
1402	ENSG00000197965.11	ENSG00000197965	MPZL1	chr1
12090	ENSG00000197969.11	ENSG00000197969	VPS13A	chr9
8784	ENSG00000197971.14	ENSG00000197971	MBP	chr18
1312	ENSG00000197976.11	ENSG00000197976	AKAP17A	chrX
3214	ENSG00000197977.3	ENSG00000197977	ELOVL2	chr6
3934	ENSG00000197978.9	ENSG00000197978	GOLGA6L9	chr15
39535	ENSG00000197980.12	ENSG00000197980	LEKR1	chr3
15683	ENSG00000197982.13	ENSG00000197982	C1orf122	chr1
14049	ENSG00000197989.13	ENSG00000197989	SNHG12	chr1
101950	ENSG00000197992.6	ENSG00000197992	CLEC9A	chr12
104511	ENSG00000197993.7	ENSG00000197993	KEL	chr7
6651	ENSG00000198000.11	ENSG00000198000	NOL8	chr9
7965	ENSG00000198001.13	ENSG00000198001	IRAK4	chr12
40217	ENSG00000198003.11	ENSG00000198003	CCDC151	chr19
18036	ENSG00000198010.12	ENSG00000198010	DLGAP2	chr8
15793	ENSG00000198015.12	ENSG00000198015	MRPL42	chr12
11188	ENSG00000198018.6	ENSG00000198018	ENTPD7	chr10
22075	ENSG00000198019.12	ENSG00000198019	FCGR1B	chr1
10434	ENSG00000198026.7	ENSG00000198026	ZNF335	chr20
15	ENSG00000198034.10	ENSG00000198034	RPS4X	chrX
7827	ENSG00000198039.11	ENSG00000198039	ZNF273	chr7
10907	ENSG00000198040.10	ENSG00000198040	ZNF84	chr12
9163	ENSG00000198042.10	ENSG00000198042	MAK16	chr8
3919	ENSG00000198046.11	ENSG00000198046	ZNF667	chr19
505395	ENSG00000198049.6	ENSG00000198049	AVPR1B	chr1
5709	ENSG00000198053.11	ENSG00000198053	SIRPA	chr20
4238	ENSG00000198055.10	ENSG00000198055	GRK6	chr5
10324	ENSG00000198056.13	ENSG00000198056	PRIM1	chr12
538	ENSG00000198060.9	ENSG00000198060	MARCH5	chr10
6775	ENSG00000198064.13	ENSG00000198064	NPIPB13	chr16
38195	ENSG00000198074.9	ENSG00000198074	AKR1B10	chr7
11571	ENSG00000198075.9	ENSG00000198075	SULT1C4	chr2
432959	ENSG00000198077.10	ENSG00000198077	CYP2A7	chr19
14826	ENSG00000198081.10	ENSG00000198081	ZBTB14	chr18
15535	ENSG00000198087.7	ENSG00000198087	CD2AP	chr6
37107	ENSG00000198088.10	ENSG00000198088	NUP62CL	chrX
10110	ENSG00000198089.15	ENSG00000198089	SFI1	chr22
369420	ENSG00000198092.5	ENSG00000198092	TMPRSS11F	chr4
2224	ENSG00000198093.10	ENSG00000198093	ZNF649	chr19
1571	ENSG00000198099.8	ENSG00000198099	ADH4	chr4
5145	ENSG00000198105.13	ENSG00000198105	ZNF248	chr10
383	ENSG00000198108.3	ENSG00000198108	CHSY3	chr5
6927	ENSG00000198113.2	ENSG00000198113	TOR4A	chr9
5167	ENSG00000198121.13	ENSG00000198121	LPAR1	chr9
10183	ENSG00000198125.12	ENSG00000198125	MB	chr22
4939	ENSG00000198130.15	ENSG00000198130	HIBCH	chr2
3588	ENSG00000198131.13	ENSG00000198131	ZNF544	chr19
3274	ENSG00000198133.8	ENSG00000198133	TMEM229B	chr14
10020	ENSG00000198142.4	ENSG00000198142	SOWAHC	chr2
12446	ENSG00000198146.4	ENSG00000198146	ZNF770	chr15
4559	ENSG00000198155.5	ENSG00000198155	ZNF876P	chr4
104606	ENSG00000198156.10	ENSG00000198156	NPIPB6	chr16
8734	ENSG00000198157.10	ENSG00000198157	HMGN5	chrX
11331	ENSG00000198160.14	ENSG00000198160	MIER1	chr1
8526	ENSG00000198162.12	ENSG00000198162	MAN1A2	chr1
2531	ENSG00000198168.8	ENSG00000198168	SVIP	chr11
1484	ENSG00000198169.8	ENSG00000198169	ZNF251	chr8
8192	ENSG00000198171.12	ENSG00000198171	DDRGK1	chr20
5406	ENSG00000198176.12	ENSG00000198176	TFDP1	chr13
626940	ENSG00000198178.10	ENSG00000198178	CLEC4C	chr12
12875	ENSG00000198182.12	ENSG00000198182	ZNF607	chr19
435971	ENSG00000198183.11	ENSG00000198183	BPIFA1	chr20
8824	ENSG00000198185.11	ENSG00000198185	ZNF334	chr20
14970	ENSG00000198189.10	ENSG00000198189	HSD17B11	chr4
4951	ENSG00000198198.15	ENSG00000198198	SZT2	chr1
4344	ENSG00000198203.9	ENSG00000198203	SULT1C2	chr2
3847	ENSG00000198205.6	ENSG00000198205	ZXDA	chrX
6173	ENSG00000198208.11	ENSG00000198208	RPS6KL1	chr14
32957	ENSG00000198216.10	ENSG00000198216	CACNA1E	chr1
14821	ENSG00000198218.10	ENSG00000198218	QRICH1	chr3
101802	ENSG00000198221.8	ENSG00000198221	AFDN-DT	chr6
3395	ENSG00000198223.16	ENSG00000198223	CSF2RA	chrX
218109	ENSG00000198225.5	ENSG00000198225	FKBP1C	chr6
14573	ENSG00000198231.12	ENSG00000198231	DDX42	chr17
3123	ENSG00000198242.13	ENSG00000198242	RPL23A	chr17
4158	ENSG00000198246.7	ENSG00000198246	SLC29A3	chr10
5315	ENSG00000198252.11	ENSG00000198252	STYX	chr14
15342	ENSG00000198258.10	ENSG00000198258	UBL5	chr19
3629	ENSG00000198265.11	ENSG00000198265	HELZ	chr17
4824	ENSG00000198270.12	ENSG00000198270	TMEM116	chr12
13520	ENSG00000198276.15	ENSG00000198276	UCKL1	chr20
11378	ENSG00000198286.9	ENSG00000198286	CARD11	chr7
11177	ENSG00000198298.12	ENSG00000198298	ZNF485	chr10
6689	ENSG00000198300.12	ENSG00000198300	PEG3	chr19
13303	ENSG00000198301.11	ENSG00000198301	SDAD1	chr4
14086	ENSG00000198315.10	ENSG00000198315	ZKSCAN8	chr6
259	ENSG00000198324.13	ENSG00000198324	PHETA1	chr12
5540	ENSG00000198331.10	ENSG00000198331	HYLS1	chr11
6704	ENSG00000198336.9	ENSG00000198336	MYL4	chr17
7600	ENSG00000198342.9	ENSG00000198342	ZNF442	chr19
4726	ENSG00000198346.10	ENSG00000198346	ZNF813	chr19
243	ENSG00000198353.7	ENSG00000198353	HOXC4	chr12
5082	ENSG00000198354.6	ENSG00000198354	DCAF12L2	chrX
15318	ENSG00000198355.4	ENSG00000198355	PIM3	chr22
15592	ENSG00000198356.11	ENSG00000198356	ASNA1	chr19
554840	ENSG00000198358.4	ENSG00000198358	AL354714.1	chr1
4805	ENSG00000198363.17	ENSG00000198363	ASPH	chr8
7860	ENSG00000198369.9	ENSG00000198369	SPRED2	chr2
113	ENSG00000198373.12	ENSG00000198373	WWP2	chr16
2258	ENSG00000198380.12	ENSG00000198380	GFPT1	chr2
6487	ENSG00000198382.8	ENSG00000198382	UVRAG	chr11
13090	ENSG00000198393.7	ENSG00000198393	ZNF26	chr12
4004	ENSG00000198399.14	ENSG00000198399	ITSN2	chr2
22116	ENSG00000198400.11	ENSG00000198400	NTRK1	chr1
1374	ENSG00000198408.13	ENSG00000198408	OGA	chr10
40582	ENSG00000198416.9	ENSG00000198416	ZNF658B	chr9
12728	ENSG00000198417.6	ENSG00000198417	MT1F	chr16
12005	ENSG00000198420.9	ENSG00000198420	TCAF1	chr7
3331	ENSG00000198429.9	ENSG00000198429	ZNF69	chr19
